,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Postcode1,Non-taxable individuals4,Taxable individuals2,Taxable income (excluding losses),Mean taxable income5,Total imputation credits6,,Net tax ,,Mean net tax7,Net tax ratio8,Gross interest ,,Gross tax ,,Assessments issued ,,Net rent ,,Net capital gain ,,Total income or loss9,,Total deductions10,,Total tax offsets & credits allowed11,,Net business income/loss-PP ,,Net business income/loss-NPP ,,Salary or wages ,,Medicare levy ,,Medicare levy surcharge ,,Total work related expenses ,,Gifts or donations,,Comm of Aust benefits & payments ,,HELP assessment debt ,
2,,no.,no.,$,$,no.,$,no.,$,$,,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$
3,3000,2505,8135,546593232,67174,1675,16674515,8135,160090959,19674,29,3290,12314738,8100,158886720,8135,118191435,920,-2223451,825,45211194,8120,588127208,6335,40608536,5825,22844165,90,-5272933,595,41421992,7030,360010859,5730,6727352,655,406720,5280,11292861,2179970,2270,255,984192,455,1561121
4,3002,340,2810,265955058,94713,1165,20335680,2810,84608816,30131,32,1600,7394137,2800,84114113,2805,51259813,450,-2856673,575,26953483,2805,295599473,2415,29642353,2105,23809053,55,-6177411,290,14701457,2285,146839107,2505,3785332,240,138560,1800,5399243,3531090,1236,100,369823,260,869932
5,3003,285,1545,82882316,53576,395,1096577,1545,20082735,12982,24,690,1131979,1545,19744714,1545,17948788,215,-720196,195,3135747,1545,87827969,1335,4925309,1110,2020312,20,-257607,140,2656855,1415,70561642,1355,1170384,125,74774,1170,2905099,233685,659,95,369016,170,516008
6,3004,605,3975,351263717,88413,1365,18565381,3975,110152055,27725,31,2010,8573042,3950,109581835,3970,78831658,635,-1059757,690,63016481,3965,385167274,3340,33799487,2910,23072669,65,-3284205,275,7838092,3220,191975283,3250,4789655,290,183304,2585,9045776,2357035,1463,100,347022,230,763310
7,3006,955,4910,349557740,71222,1220,9455285,4910,100499866,20477,29,2395,6822974,4890,99752727,4910,84408265,695,-4067894,650,28682922,4900,375897494,4085,26169152,3375,13480360,45,-1383780,245,7461064,4380,258740306,4030,4389734,465,299756,3515,9417110,2876125,1810,140,528281,395,1251691
8,3008,390,2375,167244298,70389,645,5727455,2375,47297522,19906,28,1170,3268364,2375,46190576,2375,39615876,435,-3603670,300,13314421,2375,181409255,1960,14097171,1595,7104215,35,-515040,160,3358966,2160,128580006,2035,2290209,250,153899,1710,5665872,258220,814,70,210096,155,560556
9,3010,15,55,3595150,64199,10,8316,55,955747,17067,27,20,19261,55,946209,55,929731,5,-30054,5,93047,55,4004694,50,409544,35,50994,0,0,5,2065,50,3157347,45,46277,10,4989,45,344432,7565,22,5,992,5,7367
10,3011,2245,7620,332496915,43623,1290,1695023,7620,69865437,9166,21,2615,4281015,7620,69362039,7620,65917530,840,-2622784,550,5731042,7620,349911942,6910,17304975,5650,6211695,20,-402246,650,11572127,7050,304211620,6310,4530942,680,396931,6345,12839149,994435,3576,675,2912265,500,1452247
11,3012,2275,8565,377498527,44069,1585,1842519,8565,78692737,9187,21,3105,4472875,8565,77846040,8565,75668293,1130,-4693204,620,5830608,8565,397572282,7925,19939986,6265,6760373,40,-453325,640,11039363,7910,350315883,7365,5229063,705,413599,7270,15090306,1014525,4241,685,2890861,490,1379766
12,3013,1205,6355,329282320,51823,1650,2601569,6355,76581438,12052,23,2615,3648770,6350,74413736,6355,71650593,1010,-4039233,710,6696284,6355,347081276,5815,17656816,4430,5654453,40,-547623,555,11350391,5775,299963859,5745,4721596,620,369529,5240,12694221,808640,3273,340,1367976,380,1093162
13,3015,1440,7190,382782882,53253,1910,3518923,7190,90153322,12542,24,2950,5155898,7185,88444321,7185,81660369,1155,-5616210,815,10123902,7185,403286244,6545,20412327,5115,7786965,35,-382029,615,14150044,6490,336080791,6400,5412759,635,385108,5825,14035414,845855,3668,375,1398733,345,975037
14,3016,1485,7360,486725349,66131,2830,15038925,7360,130856646,17779,27,3510,9953469,7355,129060523,7355,104198281,1615,-7950944,1250,26663701,7360,520284356,6620,33202158,5580,20755299,85,-2167796,580,16580721,6250,362393865,6640,6980547,520,330628,5485,14496656,1452245,3746,230,811596,270,804748
15,3018,1425,5650,282196730,49946,1590,3969306,5650,63144868,11176,22,2565,6019895,5645,63455599,5650,55715954,985,-2945258,700,12513878,5650,299101037,5220,16863879,4235,8654063,35,-470197,375,7439245,4885,231211132,5030,3953915,485,300945,4470,9879793,690460,3223,265,990580,175,509711
16,3019,720,2205,82381330,37361,200,228645,2205,15207677,6897,18,540,704594,2205,15442538,2205,14707033,225,-1144421,85,1139874,2205,86110353,1995,3702879,1700,1658443,5,-18593,165,2575377,2015,76030284,1785,1087094,155,88841,1875,2924210,212165,939,305,1279163,95,267816
17,3020,4120,13405,531952995,39689,1900,2459198,13405,103114963,7693,19,4150,7907672,13400,103321210,13400,97025868,1530,-5348306,745,6819222,13400,557912715,12280,25839412,10235,10607670,30,-125790,860,14653255,12140,482819111,11210,7213765,930,566489,11365,20001296,1723280,6543,1295,5123247,515,1347393
18,3021,5400,18605,714918794,38424,2360,3015661,18605,135117847,7262,19,5575,10682860,18600,135780243,18600,128163333,1995,-6419896,840,8336122,18605,751196276,17350,36161608,14400,14313683,35,113030,1135,19702185,17110,659277446,15480,9653544,1290,780059,16265,28248076,1746355,10129,2110,8269836,635,1636510
