,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3187,0.0,0.0,0.0,0.0,2.0,2.0,4.0,7.0,70.0,223.0,62.0,37.0,48.0,67.0,51.0,51.0,48.0,81.0
3188,0.0,0.0,0.0,0.0,1.0,5.0,5.0,7.0,41.0,110.0,75.0,73.0,56.0,72.0,50.0,45.0,84.0,95.0
3189,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,36.0,25.0,31.0,14.0,46.0,40.0,86.0,50.0,45.0
3190,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,21.0,50.0,46.0,37.0,30.0,37.0,31.0,25.0,33.0,54.0
3191,0.0,0.0,0.0,1.0,3.0,4.0,8.0,6.0,32.0,48.0,34.0,34.0,40.0,51.0,22.0,28.0,36.0,64.0
3192,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,54.0,123.0,138.0,96.0,80.0,79.0,71.0,52.0,129.0,174.0
3193,0.0,0.0,0.0,1.0,1.0,5.0,6.0,13.0,57.0,102.0,71.0,80.0,72.0,98.0,70.0,71.0,108.0,137.0
3194,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,34.0,60.0,46.0,43.0,30.0,56.0,32.0,32.0,45.0,98.0
3195,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,110.0,300.0,275.0,192.0,201.0,221.0,163.0,106.0,208.0,316.0
3196,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,153.0,194.0,200.0,129.0,111.0,146.0,94.0,70.0,90.0,218.0
3197,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,199.0,95.0,119.0,72.0,57.0,76.0,49.0,46.0,71.0,70.0
3198,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,197.0,145.0,164.0,116.0,110.0,107.0,83.0,55.0,92.0,145.0
3199,0.0,0.0,0.0,3.0,1.0,0.0,12.0,41.0,420.0,439.0,474.0,311.0,253.0,314.0,192.0,206.0,256.0,438.0
3200,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,20.0,47.0,58.0,34.0,31.0,23.0,11.0,21.0,17.0,29.0
3201,0.0,0.0,0.0,1.0,0.0,0.0,4.0,9.0,182.0,186.0,274.0,152.0,138.0,176.0,127.0,128.0,131.0,257.0
3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,23.0,28.0,12.0,9.0,13.0,8.0,7.0,16.0,24.0
3204,0.0,0.0,1.0,1.0,1.0,1.0,11.0,16.0,89.0,166.0,136.0,85.0,113.0,135.0,77.0,54.0,81.0,177.0
