,postcode,year,viable_buildings,total_buildings,total_income,num_installs,average_income,install_percent
2133,3276,2004,286,289,6623898.0,0.0,22920.062283737025,0.0
2134,3277,2004,561,563,35595668.0,0.0,63224.98756660746,0.0
2135,3278,2004,165,165,2916379.0,0.0,17675.024242424242,0.0
2136,3280,2004,10074,11609,507883933.0,0.0,43749.15436299423,0.0
2137,3281,2004,0,0,26570627.0,0.0,inf,
2138,3282,2004,539,580,52711150.0,0.0,90881.29310344828,0.0
2139,3283,2004,677,691,8832205.0,0.0,12781.772793053546,0.0
2140,3284,2004,1551,1653,59443475.0,1.0,35960.9649122807,0.0006447453255963894
2141,3285,2004,568,573,18097077.0,0.0,31583.031413612567,0.0
2142,3286,2004,400,416,12407907.0,0.0,29826.69951923077,0.0
2143,3287,2004,158,158,9123118.0,0.0,57741.25316455696,0.0
2144,3289,2004,369,397,14719880.0,0.0,37077.78337531486,0.0
2145,3292,2004,226,245,2871428.0,0.0,11720.114285714286,0.0
2146,3293,2004,136,140,7609456.0,0.0,54353.25714285715,0.0
2147,3294,2004,433,474,15955913.0,0.0,33662.26371308017,0.0
2148,3300,2004,4593,4970,188815360.0,0.0,37991.018108651915,0.0
2149,3301,2004,25,28,15030138.0,0.0,536790.6428571428,0.0
2150,3302,2004,183,185,7057783.0,0.0,38150.178378378376,0.0
2151,3303,2004,150,149,5600717.0,0.0,37588.70469798658,0.0
2152,3304,2004,1269,1338,49900077.0,0.0,37294.526905829596,0.0
2153,3305,2004,4995,5496,239749056.0,0.0,43622.46288209607,0.0
2154,3310,2004,205,214,4780910.0,0.0,22340.70093457944,0.0
2155,3311,2004,733,782,37039511.0,0.0,47365.10358056266,0.0
2156,3312,2004,660,675,9818455.0,0.0,14545.85925925926,0.0
2157,3314,2004,331,335,12241329.0,1.0,36541.28059701493,0.0030211480362537764
2158,3315,2004,831,896,29497356.0,1.0,32921.15625,0.0012033694344163659
2159,3317,2004,0,0,2905292.0,1.0,inf,inf
2160,3318,2004,807,868,22468756.0,0.0,25885.663594470047,0.0
2161,3319,2004,150,164,6644241.0,0.0,40513.66463414634,0.0
2162,3321,2004,482,495,19057373.0,0.0,38499.743434343436,0.0
2163,3324,2004,417,424,8221969.0,0.0,19391.436320754718,0.0
2164,3325,2004,369,390,9336399.0,0.0,23939.484615384616,0.0
2165,3328,2004,487,499,22756204.0,0.0,45603.61523046092,0.0
2166,3330,2004,79,90,3768085.0,0.0,41867.61111111111,0.0
2167,3331,2004,1050,1080,68335278.0,0.0,63273.40555555555,0.0
2168,3332,2004,295,295,15297519.0,0.0,51855.99661016949,0.0
2169,3333,2004,153,178,13597188.0,0.0,76388.69662921349,0.0
2170,3334,2004,189,201,7470203.0,0.0,37165.18905472637,0.0
2171,3335,2004,479,559,26708971.0,0.0,47779.91234347048,0.0
2172,3337,2004,8120,8353,450656155.0,0.0,53951.41326469532,0.0
2173,3338,2004,3335,3886,186354559.0,2.0,47955.36773031395,0.0005997001499250374
2174,3340,2004,5209,5642,295421670.0,0.0,52361.16093583836,0.0
2175,3341,2004,495,496,29388441.0,0.0,59250.88911290323,0.0
2176,3342,2004,1529,1562,48426459.0,2.0,31002.85467349552,0.0013080444735120995
2177,3345,2004,391,406,20418779.0,0.0,50292.55911330049,0.0
2178,3350,2004,18346,21109,911504991.0,1.0,43180.870292292384,5.450779461462989e-05
2179,3351,2004,2553,2596,103928615.0,0.0,40034.135208012325,0.0
2180,3352,2004,5026,5105,244060829.0,0.0,47808.19373163565,0.0
2181,3355,2004,4512,5188,184242746.0,0.0,35513.250963762526,0.0
2182,3356,2004,4122,4839,154805943.0,0.0,31991.30874147551,0.0
2183,3357,2004,676,748,71129371.0,0.0,95092.74197860963,0.0
2184,3360,2004,195,206,8890506.0,0.0,43157.796116504855,0.0
2185,3361,2004,253,270,9276964.0,0.0,34359.125925925924,0.0
2186,3363,2004,1133,1235,53091786.0,0.0,42989.3004048583,0.0
2187,3364,2004,707,712,23721028.0,0.0,33316.050561797754,0.0
2188,3370,2004,713,753,20953713.0,0.0,27826.97609561753,0.0
2189,3371,2004,623,639,9333610.0,0.0,14606.588419405321,0.0
2190,3373,2004,943,964,27270851.0,0.0,28289.264522821577,0.0
2191,3375,2004,74,74,4853306.0,0.0,65585.21621621621,0.0
2192,3377,2004,4045,4293,148159339.0,1.0,34511.84230142092,0.00024721878862793575
2193,3379,2004,504,512,15596334.0,0.0,30461.58984375,0.0
2194,3380,2004,2386,2691,121180970.0,1.0,45031.94723151245,0.00041911148365465214
2195,3381,2004,1583,1609,13403552.0,0.0,8330.36171535115,0.0
2196,3384,2004,183,196,3515950.0,0.0,17938.520408163266,0.0
2197,3387,2004,74,75,1636604.0,0.0,21821.386666666665,0.0
2198,3388,2004,289,295,9232498.0,0.0,31296.603389830507,0.0
2199,3390,2004,475,508,13558680.0,0.0,26690.314960629923,0.0
2200,3391,2004,45,45,2687905.0,0.0,59731.22222222222,0.0
2201,3392,2004,192,195,7784032.0,0.0,39918.11282051282,0.0
2202,3393,2004,1346,1379,43113019.0,0.0,31263.973168963017,0.0
2203,3395,2004,187,192,7257680.0,0.0,37800.416666666664,0.0
2204,3396,2004,280,288,13886192.0,0.0,48215.944444444445,0.0
2205,3400,2004,5202,5922,220737912.0,1.0,37274.21681864235,0.00019223375624759708
2206,3401,2004,1865,1901,64118691.0,0.0,33728.92740662809,0.0
2207,3407,2004,301,315,8655979.0,1.0,27479.298412698412,0.0033222591362126247
2208,3409,2004,495,521,11711444.0,0.0,22478.779270633397,0.0
2209,3412,2004,129,138,6632776.0,0.0,48063.59420289855,0.0
2210,3413,2004,22,22,1951210.0,0.0,88691.36363636363,0.0
2211,3414,2004,871,871,27881884.0,0.0,32011.34787600459,0.0
2212,3418,2004,1334,1447,46707448.0,0.0,32278.816862474083,0.0
2213,3419,2004,456,479,18678528.0,0.0,38994.83924843424,0.0
2214,3420,2004,184,204,5717613.0,0.0,28027.514705882353,0.0
2215,3423,2004,299,327,4590319.0,0.0,14037.672782874617,0.0
2216,3424,2004,502,522,12594719.0,0.0,24127.81417624521,0.0
2217,3427,2004,857,868,42478812.0,0.0,48938.72350230415,0.0
2218,3428,2004,83,81,16288398.0,0.0,201091.33333333334,0.0
2219,3429,2004,10861,11063,639364725.0,0.0,57793.06923980837,0.0
2220,3431,2004,893,877,71046097.0,0.0,81010.37286202965,0.0
2221,3434,2004,1855,1914,83297626.0,0.0,43520.18077324974,0.0
2222,3435,2004,829,863,43122868.0,0.0,49968.56083429896,0.0
2223,3437,2004,2492,2623,183983681.0,0.0,70142.46321006482,0.0
2224,3438,2004,500,503,42653998.0,0.0,84799.20079522862,0.0
2225,3440,2004,673,700,43294164.0,0.0,61848.805714285714,0.0
2226,3441,2004,752,758,47035036.0,1.0,62051.49868073878,0.0013297872340425532
2227,3442,2004,2607,2667,134868901.0,0.0,50569.516685414324,0.0
2228,3444,2004,3447,3750,138532544.0,2.0,36942.01173333333,0.0005802146794313896
2229,3446,2004,238,240,11970970.0,0.0,49879.041666666664,0.0
2230,3447,2004,54,47,5193885.0,0.0,110508.1914893617,0.0
2231,3448,2004,339,338,12512136.0,0.0,37018.153846153844,0.0
2232,3450,2004,3120,3319,114146718.0,0.0,34391.900572461585,0.0
2233,3451,2004,1927,1960,45989267.0,2.0,23463.911734693876,0.0010378827192527244
2234,3453,2004,420,430,24811957.0,0.0,57702.225581395345,0.0
2235,3458,2004,672,684,24267847.0,0.0,35479.30847953216,0.0
2236,3460,2004,1205,1280,41594711.0,0.0,32495.86796875,0.0
2237,3461,2004,2386,2457,44157792.0,1.0,17972.239316239316,0.00041911148365465214
2238,3462,2004,572,600,13920551.0,1.0,23200.918333333335,0.0017482517482517483
2239,3463,2004,1199,1201,32945572.0,1.0,27431.783513738552,0.0008340283569641367
2240,3464,2004,211,239,12347887.0,0.0,51664.799163179916,0.0
2241,3465,2004,4319,4659,111555755.0,0.0,23944.141446662376,0.0
2242,3467,2004,571,617,14200419.0,0.0,23015.265802269045,0.0
2243,3468,2004,275,289,2841417.0,0.0,9831.892733564015,0.0
2244,3469,2004,101,109,3092622.0,0.0,28372.67889908257,0.0
2245,3472,2004,374,414,14453949.0,0.0,34912.92028985507,0.0
2246,3475,2004,306,331,2996619.0,0.0,9053.229607250756,0.0
2247,3478,2004,1802,2008,46683264.0,2.0,23248.637450199203,0.0011098779134295228
2248,3480,2004,745,859,24684414.0,0.0,28736.22118742724,0.0
2249,3482,2004,43,43,2306558.0,0.0,53640.88372093023,0.0
2250,3483,2004,523,545,12052115.0,0.0,22113.97247706422,0.0
2251,3485,2004,152,172,4149940.0,0.0,24127.558139534885,0.0
2252,3490,2004,705,755,20543734.0,0.0,27210.243708609272,0.0
2253,3491,2004,222,228,2539794.0,0.0,11139.447368421053,0.0
2254,3494,2004,92,146,9431634.0,0.0,64600.232876712325,0.0
2255,3496,2004,2217,2402,89197799.0,0.0,37134.80391340549,0.0
2256,3498,2004,2092,2190,65509691.0,1.0,29913.100913242008,0.0004780114722753346
2257,3500,2004,10065,11948,350023149.0,1.0,29295.543103448275,9.935419771485345e-05
2258,3501,2004,634,791,61120447.0,0.0,77269.84450063211,0.0
2259,3505,2004,1660,1830,61652324.0,1.0,33689.794535519126,0.0006024096385542169
2260,3507,2004,0,0,2739402.0,0.0,inf,
2261,3509,2004,159,157,5106645.0,0.0,32526.40127388535,0.0
2262,3512,2004,228,236,5788213.0,0.0,24526.32627118644,0.0
2263,3515,2004,408,469,14724104.0,0.0,31394.67803837953,0.0
2264,3516,2004,299,332,9436834.0,0.0,28424.198795180724,0.0
2265,3517,2004,722,730,15506054.0,0.0,21241.1698630137,0.0
2266,3518,2004,623,686,13800536.0,4.0,20117.399416909622,0.006420545746388443
2267,3520,2004,81,91,,0.0,,0.0
2268,3521,2004,279,287,7487366.0,0.0,26088.383275261323,0.0
2269,3522,2004,130,134,3669785.0,0.0,27386.455223880595,0.0
2270,3523,2004,1707,1848,34779498.0,1.0,18820.074675324675,0.0005858230814294083
2271,3525,2004,788,810,19378660.0,0.0,23924.271604938273,0.0
2272,3527,2004,380,410,11169189.0,0.0,27241.9243902439,0.0
2273,3530,2004,6,9,1912717.0,0.0,212524.11111111112,0.0
2274,3531,2004,166,163,3652908.0,0.0,22410.478527607364,0.0
2275,3533,2004,333,346,11202990.0,0.0,32378.583815028902,0.0
2276,3537,2004,544,572,16359159.0,0.0,28599.928321678322,0.0
2277,3540,2004,218,224,6844651.0,1.0,30556.477678571428,0.0045871559633027525
2278,3542,2004,70,69,2483658.0,0.0,35995.04347826087,0.0
2279,3544,2004,95,95,4117414.0,0.0,43341.2,0.0
2280,3546,2004,199,215,9288291.0,0.0,43201.35348837209,0.0
2281,3549,2004,1183,1547,51835122.0,0.0,33506.8661926309,0.0
2282,3550,2004,15261,17076,692856719.0,1.0,40574.88398922464,6.552650547146321e-05
2283,3551,2004,6437,6606,331251547.0,5.0,50144.042839842565,0.0007767593599502874
2284,3555,2004,6251,6982,247948743.0,0.0,35512.56702950444,0.0
2285,3556,2004,3972,4161,142122775.0,0.0,34155.918048546024,0.0
2286,3557,2004,323,327,10606971.0,0.0,32437.22018348624,0.0
2287,3558,2004,367,404,13472929.0,0.0,33348.83415841584,0.0
2288,3559,2004,115,124,6649215.0,0.0,53622.70161290323,0.0
2289,3561,2004,2186,2357,75841989.0,0.0,32177.33941450997,0.0
2290,3562,2004,127,145,3491390.0,0.0,24078.55172413793,0.0
2291,3563,2004,338,346,10399707.0,0.0,30056.956647398845,0.0
2292,3564,2004,5574,6039,257420315.0,1.0,42626.314787216426,0.0001794043774668102
2293,3566,2004,269,295,8685276.0,0.0,29441.613559322035,0.0
2294,3567,2004,193,203,12249141.0,0.0,60340.5960591133,0.0
2295,3568,2004,1382,1480,48024707.0,0.0,32449.12635135135,0.0
2296,3570,2004,449,464,10927840.0,0.0,23551.379310344826,0.0
2297,3571,2004,183,193,4607949.0,0.0,23875.38341968912,0.0
2298,3573,2004,181,185,6098972.0,0.0,32967.41621621622,0.0
2299,3575,2004,461,505,10624570.0,0.0,21038.752475247526,0.0
2300,3579,2004,2544,2719,79479876.0,0.0,29231.289444648766,0.0
2301,3580,2004,410,422,12579060.0,1.0,29808.199052132702,0.0024390243902439024
2302,3581,2004,87,86,1749883.0,0.0,20347.476744186046,0.0
2303,3584,2004,570,616,15285490.0,0.0,24814.10714285714,0.0
2304,3586,2004,36,47,4222294.0,0.0,89836.0425531915,0.0
2305,3588,2004,115,117,4621556.0,0.0,39500.47863247863,0.0
2306,3589,2004,383,410,5330010.0,0.0,13000.024390243903,0.0
2307,3590,2004,70,63,6038891.0,0.0,95855.41269841269,0.0
2308,3591,2004,225,286,2364742.0,0.0,8268.32867132867,0.0
2309,3594,2004,277,297,8291147.0,0.0,27916.319865319867,0.0
2310,3595,2004,150,174,7919878.0,0.0,45516.54022988506,0.0
2311,3597,2004,256,325,7820097.0,0.0,24061.836923076924,0.0
2312,3608,2004,1246,1405,31175463.0,0.0,22188.941637010677,0.0
2313,3610,2004,579,648,22440985.0,0.0,34631.14969135803,0.0
2314,3612,2004,1009,1050,21522646.0,1.0,20497.758095238096,0.0009910802775024777
2315,3614,2004,319,318,15428519.0,0.0,48517.35534591195,0.0
2316,3616,2004,1825,1973,88498976.0,0.0,44855.03091738469,0.0
2317,3618,2004,316,324,10649598.0,0.0,32869.12962962963,0.0
2318,3620,2004,2853,3329,129872587.0,0.0,39012.49234004205,0.0
2319,3621,2004,728,818,36922255.0,0.0,45137.231051344745,0.0
2320,3622,2004,144,146,5969777.0,0.0,40888.88356164384,0.0
2321,3623,2004,412,448,15296649.0,0.0,34144.30580357143,0.0
2322,3624,2004,259,264,9723606.0,0.0,36831.84090909091,0.0
2323,3629,2004,3151,3621,140418483.0,0.0,38778.92377796189,0.0
2324,3630,2004,9727,11319,486220105.0,1.0,42956.10080395795,0.00010280662074637607
2325,3631,2004,2578,2810,140093119.0,0.0,49855.202491103206,0.0
2326,3633,2004,216,241,13226937.0,0.0,54883.55601659751,0.0
2327,3634,2004,703,728,32761247.0,0.0,45001.71291208791,0.0
2328,3635,2004,130,137,7918569.0,0.0,57799.77372262774,0.0
2329,3636,2004,2250,2582,80916083.0,0.0,31338.529434546865,0.0
2330,3637,2004,268,268,5749757.0,0.0,21454.317164179105,0.0
2331,3638,2004,572,574,31087570.0,0.0,54159.529616724736,0.0
2332,3639,2004,477,554,7037649.0,0.0,12703.337545126355,0.0
2333,3640,2004,253,256,14703568.0,0.0,57435.8125,0.0
2334,3641,2004,325,345,20169780.0,0.0,58463.13043478261,0.0
2335,3646,2004,373,380,8184943.0,0.0,21539.323684210525,0.0
2336,3649,2004,231,234,7049612.0,0.0,30126.547008547008,0.0
2337,3658,2004,1870,1944,88013059.0,2.0,45274.207304526746,0.0010695187165775401
2338,3659,2004,734,762,11107577.0,0.0,14576.872703412073,0.0
2339,3660,2004,3232,3571,110287018.0,1.0,30884.071128535423,0.0003094059405940594
2340,3662,2004,401,405,,0.0,,0.0
2341,3664,2004,303,314,16743665.0,0.0,53323.77388535032,0.0
2342,3666,2004,2023,2085,65007937.0,2.0,31178.866666666665,0.0009886307464162135
2343,3669,2004,592,629,17136353.0,2.0,27243.804451510336,0.0033783783783783786
2344,3670,2004,128,118,8614726.0,1.0,73006.15254237287,0.0078125
2345,3672,2004,3422,3846,156874202.0,1.0,40788.92407696308,0.0002922267679719462
2346,3673,2004,1476,1480,33332605.0,0.0,22522.030405405407,0.0
2347,3675,2004,993,1019,29906499.0,0.0,29348.870461236507,0.0
2348,3677,2004,5861,6698,275763413.0,0.0,41171.00821140639,0.0
2349,3678,2004,2527,2605,118002471.0,2.0,45298.453358925144,0.0007914523149980214
2350,3682,2004,329,336,8535026.0,1.0,25401.863095238095,0.00303951367781155
2351,3683,2004,700,730,26907400.0,1.0,36859.45205479452,0.0014285714285714286
2352,3685,2004,928,1073,53866807.0,0.0,50202.0568499534,0.0
2353,3687,2004,262,315,15776543.0,0.0,50084.263492063496,0.0
2354,3688,2004,384,385,24794802.0,2.0,64402.083116883114,0.005208333333333333
2355,3690,2004,10797,11943,553421006.0,1.0,46338.52516118228,9.261831990367695e-05
2356,3694,2004,0,0,3422020.0,0.0,inf,
2357,3695,2004,167,172,8796603.0,0.0,51143.04069767442,0.0
2358,3697,2004,269,292,9843088.0,0.0,33709.20547945205,0.0
2359,3698,2004,481,518,12040994.0,0.0,23245.162162162163,0.0
2360,3699,2004,573,698,18407457.0,0.0,26371.71489971347,0.0
2361,3700,2004,479,508,31000423.0,1.0,61024.45472440945,0.0020876826722338203
2362,3701,2004,699,718,8250121.0,1.0,11490.41922005571,0.001430615164520744
2363,3705,2004,172,174,4401093.0,0.0,25293.637931034482,0.0
2364,3709,2004,143,155,4156659.0,0.0,26817.154838709677,0.0
2365,3711,2004,317,322,5683524.0,0.0,17650.695652173912,0.0
2366,3712,2004,10,14,5515732.0,0.0,393980.85714285716,0.0
2367,3713,2004,948,999,12797977.0,2.0,12810.787787787787,0.002109704641350211
2368,3714,2004,1564,1781,57228555.0,0.0,32132.821448624367,0.0
2369,3717,2004,1229,1287,41072922.0,1.0,31913.69230769231,0.0008136696501220504
2370,3719,2004,81,94,4990237.0,0.0,53087.62765957447,0.0
2371,3720,2004,840,885,6692860.0,0.0,7562.553672316384,0.0
2372,3722,2004,1508,1729,80502810.0,1.0,46560.32967032967,0.000663129973474801
2373,3723,2004,2568,3036,20854729.0,2.0,6869.146574440053,0.000778816199376947
2374,3725,2004,205,220,9427932.0,1.0,42854.236363636366,0.004878048780487805
2375,3726,2004,98,93,7231347.0,0.0,77756.41935483871,0.0
2376,3727,2004,263,255,4172605.0,0.0,16363.156862745098,0.0
2377,3728,2004,401,416,7230083.0,0.0,17380.00721153846,0.0
2378,3730,2004,2757,3347,102538132.0,1.0,30635.83268598745,0.0003627130939426913
2379,3732,2004,295,287,9686213.0,0.0,33749.871080139375,0.0
2380,3733,2004,140,133,4422513.0,0.0,33251.97744360902,0.0
2381,3735,2004,360,381,11860839.0,0.0,31130.811023622045,0.0
2382,3737,2004,1932,2052,77487331.0,2.0,37761.85721247563,0.0010351966873706005
2383,3739,2004,53,57,,0.0,,0.0
2384,3740,2004,474,506,14273840.0,1.0,28209.169960474308,0.002109704641350211
2385,3741,2004,1308,1950,44590057.0,1.0,22866.695897435897,0.0007645259938837921
2386,3744,2004,325,344,5360945.0,0.0,15584.142441860466,0.0
2387,3746,2004,110,114,6591389.0,1.0,57819.20175438596,0.00909090909090909
2388,3747,2004,1706,1791,69063371.0,1.0,38561.34617532105,0.0005861664712778429
2389,3749,2004,810,830,34660851.0,2.0,41760.06144578313,0.0024691358024691358
2390,3750,2004,115,117,7446099.0,0.0,63641.8717948718,0.0
2391,3752,2004,2802,2901,208980977.0,1.0,72037.56532230266,0.00035688793718772306
2392,3753,2004,472,487,11581071.0,0.0,23780.433264887062,0.0
2393,3754,2004,0,0,69508893.0,0.0,inf,
2394,3756,2004,2236,2243,130328642.0,0.0,58104.61078912171,0.0
2395,3757,2004,2548,2724,144892137.0,1.0,53190.94603524229,0.0003924646781789639
2396,3758,2004,429,419,38332168.0,0.0,91484.88782816229,0.0
2397,3759,2004,545,551,24949218.0,0.0,45279.887477313976,0.0
2398,3761,2004,598,598,29311940.0,0.0,49016.6220735786,0.0
2399,3763,2004,578,600,30183656.0,0.0,50306.09333333333,0.0
2400,3764,2004,2181,2390,112103061.0,0.0,46905.04644351464,0.0
2401,3765,2004,2153,2224,143901714.0,0.0,64704.00809352518,0.0
2402,3766,2004,496,499,31193546.0,0.0,62512.11623246493,0.0
2403,3767,2004,538,540,24683841.0,0.0,45710.816666666666,0.0
2404,3770,2004,1124,1149,65533660.0,0.0,57035.38729329852,0.0
2405,3775,2004,1527,1578,70434699.0,0.0,44635.42395437262,0.0
2406,3777,2004,3837,4090,158686720.0,3.0,38798.709046454765,0.0007818608287724785
2407,3778,2004,105,124,2632077.0,0.0,21226.427419354837,0.0
2408,3779,2004,446,469,10246902.0,0.0,21848.405117270788,0.0
2409,3781,2004,1637,1646,74701192.0,0.0,45383.470230862695,0.0
2410,3782,2004,2587,2620,164686634.0,0.0,62857.49389312977,0.0
2411,3783,2004,526,525,32432019.0,2.0,61775.27428571429,0.0038022813688212928
2412,3785,2004,0,0,2359657.0,0.0,inf,
2413,3786,2004,608,612,39388184.0,0.0,64359.77777777778,0.0
2414,3787,2004,324,329,23811773.0,0.0,72376.20972644378,0.0
2415,3788,2004,824,810,41436089.0,0.0,51155.665432098765,0.0
2416,3789,2004,81,78,8004268.0,0.0,102618.82051282052,0.0
2417,3791,2004,467,483,33029685.0,0.0,68384.44099378883,0.0
2418,3792,2004,373,370,23749551.0,0.0,64187.975675675676,0.0
2419,3793,2004,1248,1325,65487018.0,0.0,49424.16452830189,0.0
2420,3795,2004,831,859,24073254.0,0.0,28024.74272409779,0.0
2421,3796,2004,3072,3116,161658010.0,0.0,51879.97753530167,0.0
2422,3797,2004,1038,1135,43382800.0,0.0,38222.73127753304,0.0
2423,3799,2004,2535,2595,73147195.0,1.0,28187.74373795761,0.0003944773175542406
2424,3800,2004,0,50,2307581.0,0.0,46151.62,
2425,3802,2004,7773,7971,445424920.0,0.0,55880.68247396813,0.0
2426,3803,2004,3141,3261,166381906.0,0.0,51021.74363692119,0.0
2427,3804,2004,1618,1623,199704880.0,1.0,123046.752926679,0.0006180469715698393
2428,3805,2004,15747,16556,883435073.0,0.0,53360.417552548926,0.0
2429,3806,2004,11965,12502,800488055.0,1.0,64028.79979203328,8.357709987463435e-05
2430,3807,2004,1205,1282,112742424.0,0.0,87942.60842433697,0.0
2431,3808,2004,1044,1052,73409589.0,0.0,69780.97813688213,0.0
2432,3809,2004,856,943,50526337.0,0.0,53580.42099681866,0.0
2433,3810,2004,5555,6166,327979917.0,0.0,53191.682938696074,0.0
2434,3812,2004,918,929,45106584.0,0.0,48553.91173304628,0.0
2435,3813,2004,5,3,16116624.0,0.0,5372208.0,0.0
2436,3814,2004,672,700,31558427.0,0.0,45083.467142857146,0.0
2437,3815,2004,935,948,54881754.0,0.0,57892.145569620254,0.0
2438,3816,2004,838,871,29288088.0,0.0,33625.81859931114,0.0
2439,3818,2004,3003,3332,146899733.0,0.0,44087.55492196879,0.0
2440,3820,2004,4192,4621,239136256.0,0.0,51749.89309673231,0.0
2441,3821,2004,1138,1167,36102607.0,0.0,30936.252784918594,0.0
2442,3822,2004,169,159,16671766.0,0.0,104853.87421383648,0.0
2443,3823,2004,644,644,26258456.0,0.0,40774.0,0.0
2444,3824,2004,1828,1869,66388033.0,0.0,35520.616907437136,0.0
2445,3825,2004,8310,9196,303034888.0,2.0,32952.902131361465,0.00024067388688327315
2446,3831,2004,626,670,23917455.0,1.0,35697.69402985075,0.001597444089456869
2447,3832,2004,72,79,,0.0,,0.0
2448,3833,2004,236,268,3490023.0,1.0,13022.473880597016,0.00423728813559322
2449,3835,2004,3,8,10314223.0,0.0,1289277.875,0.0
2450,3840,2004,6874,7579,254513716.0,0.0,33581.43765668294,0.0
2451,3842,2004,1761,1832,66948720.0,1.0,36544.06113537118,0.0005678591709256105
2452,3844,2004,8994,10193,511449671.0,1.0,50176.55950161876,0.000111185234600845
2453,3847,2004,820,866,28478017.0,0.0,32884.546189376444,0.0
2454,3850,2004,4876,5619,257130142.0,0.0,45760.83680370173,0.0
2455,3851,2004,3544,3607,53085085.0,0.0,14717.240088716384,0.0
2456,3852,2004,0,0,2926219.0,0.0,inf,
2457,3854,2004,482,489,29987328.0,0.0,61323.77914110429,0.0
2458,3856,2004,339,337,17486961.0,0.0,51890.09198813057,0.0
2459,3857,2004,279,273,5619847.0,0.0,20585.520146520146,0.0
2460,3858,2004,977,1010,47123988.0,2.0,46657.413861386136,0.0020470829068577278
2461,3859,2004,639,639,10956551.0,3.0,17146.402190923316,0.004694835680751174
2462,3860,2004,2738,2851,115906007.0,0.0,40654.50964573834,0.0
2463,3862,2004,1040,1096,46237823.0,0.0,42187.7947080292,0.0
2464,3865,2004,104,118,7226511.0,0.0,61241.6186440678,0.0
2465,3869,2004,477,466,40536947.0,0.0,86989.15665236051,0.0
2466,3870,2004,634,645,19943066.0,0.0,30919.482170542637,0.0
2467,3871,2004,1045,1099,41232778.0,0.0,37518.45131938125,0.0
2468,3874,2004,379,384,7633456.0,0.0,19878.791666666668,0.0
2469,3875,2004,5967,6325,252304974.0,0.0,39890.11446640316,0.0
2470,3878,2004,634,663,11743392.0,0.0,17712.506787330316,0.0
2471,3880,2004,1875,2022,46166343.0,1.0,22832.019287833828,0.0005333333333333334
2472,3882,2004,694,732,15430360.0,0.0,21079.726775956286,0.0
2473,3885,2004,847,881,20913841.0,2.0,23738.752553916005,0.0023612750885478157
2474,3886,2004,138,137,4810461.0,0.0,35112.85401459854,0.0
2475,3887,2004,39,43,2847471.0,0.0,66220.25581395348,0.0
2476,3888,2004,1770,1903,47727802.0,0.0,25080.295323173938,0.0
2477,3889,2004,26,109,,0.0,,0.0
2478,3890,2004,261,279,6664803.0,0.0,23888.182795698925,0.0
2479,3891,2004,184,215,1683506.0,0.0,7830.260465116279,0.0
2480,3892,2004,669,746,15734378.0,0.0,21091.659517426273,0.0
2481,3895,2004,235,242,2630915.0,1.0,10871.549586776859,0.00425531914893617
2482,3896,2004,132,144,5885934.0,0.0,40874.541666666664,0.0
2483,3898,2004,438,529,10209862.0,6.0,19300.306238185254,0.0136986301369863
2484,3900,2004,239,243,2867813.0,2.0,11801.699588477366,0.008368200836820083
2485,3902,2004,263,312,6370591.0,0.0,20418.5608974359,0.0
2486,3904,2004,886,901,17751394.0,2.0,19701.88013318535,0.002257336343115124
2487,3909,2004,3468,4181,99361143.0,0.0,23764.922984931836,0.0
2488,3910,2004,6852,6870,391252555.0,1.0,56950.88136826783,0.00014594279042615295
2489,3911,2004,1090,1097,54308678.0,1.0,49506.543299908844,0.0009174311926605505
2490,3912,2004,4975,5272,286244355.0,0.0,54295.21149468892,0.0
2491,3913,2004,891,893,58908169.0,0.0,65966.59462486002,0.0
2492,3915,2004,2695,3002,99672270.0,0.0,33201.95536309127,0.0
2493,3916,2004,719,727,24930279.0,0.0,34291.99312242091,0.0
2494,3918,2004,1104,1073,67667476.0,0.0,63063.81733457596,0.0
2495,3919,2004,1005,1051,41794707.0,0.0,39766.60989533777,0.0
2496,3920,2004,142,140,16155987.0,0.0,115399.90714285715,0.0
2497,3921,2004,85,88,,4.0,,0.047058823529411764
2498,3922,2004,6689,6961,82905670.0,0.0,11910.022985203275,0.0
2499,3923,2004,374,402,9133303.0,0.0,22719.6592039801,0.0
2500,3925,2004,2308,2391,39394454.0,0.0,16476.141363446255,0.0
2501,3926,2004,1709,1747,63132092.0,1.0,36137.43102461362,0.0005851375073142189
2502,3927,2004,1012,1030,36414814.0,0.0,35354.18834951457,0.0
2503,3928,2004,427,427,19019931.0,0.0,44543.16393442623,0.0
2504,3929,2004,772,762,28463188.0,0.0,37353.26509186352,0.0
2505,3930,2004,6296,6342,497611172.0,1.0,78462.81488489435,0.0001588310038119441
2506,3931,2004,8406,9593,404812556.0,2.0,42198.74450119879,0.00023792529145848205
2507,3933,2004,307,309,28208458.0,0.0,91289.50809061488,0.0
2508,3934,2004,6246,6435,318924526.0,2.0,49560.920901320904,0.0003202049311559398
2509,3936,2004,5770,5802,143965017.0,1.0,24812.998448810755,0.0001733102253032929
2510,3937,2004,832,875,49016171.0,0.0,56018.48114285714,0.0
2511,3938,2004,1612,1666,44072834.0,2.0,26454.28211284514,0.0012406947890818859
2512,3939,2004,7043,7550,158805320.0,0.0,21033.817218543045,0.0
2513,3940,2004,2958,3260,41044584.0,0.0,12590.363190184049,0.0
