vb_growth_rate,i_rate
0.005058746736292363,0.00016318537859007833
0.024598930481283476,0.000213903743315508
-0.003180256964762762,0.00012721027859051011
0.009000409109505059,0.00013636983499249966
0.0423654015887025,0.000441306266548985
0.01803313063535339,0.00020968756552736424
-0.002105263157894721,0.0010526315789473684
0.01237890204520986,0.001076426264800861
0.01848428835489835,0.0018484288354898336
-0.002456248081056156,0.00030703101013202335
0.04483751542575076,0.00041135335252982314
0.0021276595744681437,0.002127659574468085
-0.011235955056179803,0.033707865168539325
0.025104602510460206,0.001394700139470014
0.0087765490609093,0.000175530981218185
0.011316075027127503,0.0001550147263990079
0.016087751371115067,0.00036563071297989033
0.0013885921811578328,0.00010681478316599017
0.012126865671641784,0.0009328358208955224
-0.01191678448798228,0.00020197939810139365
-0.0010944910616563774,0.00018241517694272163
0.011784511784511675,0.0003367003367003367
-0.006448839208942347,0.00021496130696474635
0.06458557588805158,0.001076426264800861
0.03687635574837311,0.0021691973969631237
0.01222753854332792,0.001594896331738437
0.029126213592232997,0.00088261253309797
-0.013513513513513487,0.00022522522522522523
0.027795259072792122,0.00010488777008600797
0.0582726326742975,0.0001734304543877905
0.018886043533930863,0.00010670081092616304
0.09213483146067425,0.0022471910112359553
-0.011363636363636354,0.011363636363636364
0.021320698845128883,0.00014806040864672785
0.12376146788990816,9.174311926605505e-05
0.015057573073516295,0.0001771479185119575
0.0031159581571333916,0.00022256843979523704
0.013349613349613376,0.0001628001628001628
0.0004955892556248731,9.911785112498761e-05
0.002057613168724215,0.00020576131687242798
0.011876881900301006,0.00016728002676480428
0.02696390658174108,0.00010615711252653928
0.014662756598240456,0.0004887585532746823
0.017600469345849135,0.0002933411557641537
0.0075222597482345055,0.00015351550506601167
0.0067866905457629745,9.425959091337543e-05
0.0038567493112948714,0.0005509641873278236
0.002761341222879743,0.00013149243918474687
-0.002599480103979257,0.0001999600079984003
0.0012799999999999478,0.00010666666666666667
0.01567255021302505,0.00015216068167985393
0.019030282972033685,0.00016548072149594572
