,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Postcode1,Non-taxable individuals4,Taxable individuals2,Taxable income (excluding losses),Mean taxable income5,Total imputation credits6,,Net tax ,,Mean net tax7,Net tax ratio8,Gross interest ,,Gross tax ,,Assessments issued ,,Net rent ,,Net capital gain ,,Total income or loss9,,Total deductions10,,Total tax offsets & credits allowed11,,Net business income/loss-PP ,,Net business income/loss-NPP ,,Salary or wages ,,Medicare levy ,,Medicare levy surcharge ,,Total work related expenses ,,Gifts or donations,,Comm of Aust benefits & payments ,,HELP assessment debt ,
2,,no.,no.,$,$,no.,$,no.,$,$,,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$,no.,$
3,2000,13775,15225,1082459571,71088,2545,46289413,15225,312471181,20521,29,6310,26785374,15165,315349782,15220,254838352,1920,-3731654,570,49291548,15195,1140113371,12880,57540686,11330,35891168,90,-3307274,845,82851363,13305,711102972,9975,13362550,370,321905,10935,18103423,3300,5177358,165,539072,390,1592941
4,2006,40,90,5066372,56293,20,64337,90,1130989,12567,22,65,103267,90,1127296,90,1079498,10,-44207,5,27961,90,5453531,70,386689,65,97468,0,0,10,98924,85,4537131,75,70035,5,3167,60,261448,35,21039,15,47821,5,14755
5,2007,1205,2860,152753973,53392,520,1321659,2860,32121344,11227,21,1665,3087960,2855,32567407,2860,30826326,345,-1811745,95,893418,2860,159475821,2515,6784771,2245,3350695,15,-47949,190,4024468,2695,141963758,2330,2012141,80,67007,2315,4878097,970,389939,120,382930,185,702813
6,2008,1010,3285,186331747,56705,605,1944529,3285,41482871,12624,22,1775,3343678,3285,41497475,3285,38816574,345,-1698696,95,1583292,3285,195337794,2870,8995477,2455,3876265,10,-13730,270,7156522,3105,166642722,2805,2563512,125,105204,2590,5755139,1245,577184,210,741880,265,959196
7,2009,1675,6730,513853011,76353,1865,10658330,6730,136386798,20265,27,4050,10198142,6720,134908990,6730,122990833,1150,-7861771,315,5702857,6725,542666736,5950,28475788,4630,10118441,30,-139961,445,15532711,6175,440476319,5735,6937691,230,194382,5135,13614628,2640,2419543,165,518534,405,1667439
8,2010,3315,14275,1012935643,70969,3335,18095141,14275,259966878,18214,26,7635,17785275,14260,256879344,14270,238272044,1940,-11174952,490,7840577,14270,1066246337,12620,52736843,9915,22549253,85,-1178599,1320,44653254,13070,859772545,12405,14094435,615,530654,11060,31203872,5520,2761295,580,2071171,1010,3855661
9,2011,2325,10590,904311565,85393,2975,35896640,10590,255517059,24128,28,6085,30216185,10585,252791045,10585,210897566,1585,-7358357,580,14933015,10590,961857807,9345,57461681,7080,25907495,70,-1899277,1030,34094050,9280,674362686,9275,12479319,500,506694,7670,23398913,4410,4475222,390,1249493,715,2839549
10,2015,770,5120,347218310,67803,1380,3789555,5120,83207933,16248,24,2870,3837629,5120,81592369,5120,78781018,775,-5437847,210,2383223,5120,365551916,4670,18231460,3495,5566447,30,-402954,460,11642047,4805,318446123,4775,4968683,165,133964,4180,12991866,2400,996415,185,628665,370,1355594
11,2016,1370,5785,365105712,63102,1350,3718258,5785,85706745,14813,23,3065,5751546,5780,85235252,5785,80770584,785,-4791107,175,4284053,5785,384777267,5190,19499988,4150,6993021,40,-232524,575,15323955,5395,325490953,5165,5144260,225,197336,4635,13049042,2510,1737446,335,1312505,390,1385238
12,2017,1200,5295,317209672,59896,1000,1851216,5295,70739480,13357,22,2765,4565398,5290,70236101,5295,68941900,705,-4940540,125,1086448,5290,335477213,4805,18109730,3710,5053594,30,-80289,400,10984134,4975,302801450,4635,4349580,185,143012,4375,14373174,2105,759670,245,843387,355,1318053
13,2018,1870,5995,322473754,53799,1440,5450646,5995,67627883,11283,21,3075,7396039,5985,68556132,5990,60727120,1100,-2769669,170,2595719,5990,337846941,5490,15295715,4715,10179904,10,43463,495,9884904,5390,282710710,5310,4492643,105,92583,4930,11400014,2630,974763,235,915510,245,852195
14,2019,1020,4340,250578833,57710,1145,2332057,4340,53772321,12384,21,2065,3950646,4340,53881730,4340,50107573,735,-3887926,140,2017459,4340,263135585,4050,12656779,3255,5037041,10,-119071,300,7697050,4000,229925463,3975,3529289,85,66761,3665,9469821,2080,619500,135,469163,100,309589
15,2020,1335,5055,269311567,53255,1150,1799696,5055,55028551,10882,20,2475,5096799,5055,55635327,5055,52234218,865,-3098794,140,2412596,5055,290144075,4690,20747444,3925,5667356,20,-132881,340,6285234,4655,252999944,4520,3734536,105,93988,4245,10051750,2350,897838,180,563898,180,632110
16,2021,1610,8335,882087393,105804,3065,36651464,8335,275055631,32992,31,5225,23236211,8325,270291601,8310,226183000,1520,-7346987,585,27939262,8335,944038682,7320,61498008,5325,28554071,90,-2331729,905,64572176,7120,606937063,7600,12592407,320,295585,5765,19676700,3710,6008640,260,879222,565,2224784
17,2022,1730,6015,468187829,77811,2060,12733108,6015,127439030,21180,27,3645,18797727,6010,126221441,5990,106696667,1140,1477742,345,7803318,6015,497425492,5275,28855782,4170,14017019,50,-928453,625,32531958,4885,338157439,5165,6477055,165,136760,4090,11569009,2520,2241547,150,511191,230,919579
18,2023,1200,5270,811452062,154005,2640,72630016,5270,289434773,54932,36,3665,38597742,5265,283344384,5265,205766184,1115,1283059,505,54580502,5270,891014147,4515,79927968,3335,38983866,60,-1334124,645,51793345,3870,389176620,4900,11736140,125,104878,2870,11238298,2530,10352909,120,422113,215,823080
