,"DETAILED TABLE 2.6b: Selected items, by taxable status, state/territory1 and postcode, 2010-11 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,Non-taxable individuals,,,,,,,,Taxable individuals,,,,,,,,All individuals,,,,,,,
2,Postcode,State/Territory1,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax
3,,,no.,no.,$,no.,$,no.,$,$,no.,no.,$,no.,$,no.,$,$,no.,no.,$,no.,$,no.,$,$
1999,5290,SA,4145,295,-538515,3995,47142631,3805,46084696,0,11745,1445,-4559955,11745,644446535,11745,615876691,115131899,15890,1740,-5098470,15740,691589166,15550,661961387,115131899
2000,5291,SA,890,80,-10167,865,8815585,780,8433635,0,2460,300,-916203,2460,141280569,2460,134279877,25839955,3350,380,-926370,3325,150096154,3240,142713512,25839955
2001,5301,SA,135,10,-10543,130,2448646,95,967739,0,185,25,-9339,185,11185706,185,10489370,1951017,320,35,-19882,315,13634352,280,11457109,1951017
2002,5302,SA,180,15,17923,180,3463130,145,1850677,0,345,35,-115584,345,20967252,345,19061292,3334651,530,45,-97661,525,24430382,495,20911969,3334651
2003,5303,SA,40,0,0,35,576258,35,367006,0,60,0,0,60,3336444,60,3102316,476070,100,0,0,100,3912702,95,3469322,476070
2004,5304,SA,140,5,7341,135,1576976,110,1430728,0,400,30,44790,400,21118087,400,20194909,3306580,535,35,52131,530,22695063,505,21625637,3306580
2005,5306,SA,15,5,-26598,15,268392,15,131154,0,30,5,-26596,30,1686827,30,1497983,223475,45,5,-53194,45,1955219,45,1629137,223475
2006,5307,SA,110,10,17300,105,2103795,90,1188151,0,260,30,-25509,260,14654303,260,13386663,2194530,370,40,-8209,365,16758098,350,14574814,2194530
2007,5308,SA,20,5,5737,15,265058,15,155416,0,25,5,-10722,25,1774018,25,1234701,158822,45,5,-4985,45,2039076,45,1390117,158822
2008,5309,SA,10,5,-3840,10,224021,5,66500,0,30,5,-14697,30,2135947,30,1747653,280590,40,5,-18537,40,2359968,35,1814153,280590
2009,5310,SA,15,0,0,10,767386,5,51276,0,25,5,-32246,25,1459728,25,1358922,212365,40,5,-32246,35,2227114,30,1410198,212365
2010,5311,SA,35,5,-28770,35,651688,25,356428,0,40,5,-20105,40,2662300,40,2372524,427142,75,10,-48875,75,3313988,70,2728952,427142
2011,5320,SA,95,5,-3244,90,750313,80,843009,0,185,20,-46616,185,10175428,185,9696599,1855054,280,20,-49860,275,10925741,265,10539608,1855054
2012,5321,SA,60,5,-6902,60,489114,50,642551,0,95,10,-16174,95,4507563,95,4317467,687015,150,10,-23076,150,4996677,145,4960018,687015
2013,5322,SA,85,5,1307,85,930679,80,877208,0,135,15,-2526,135,7460589,135,6882055,1247227,220,20,-1219,215,8391268,215,7759263,1247227
2014,5330,SA,675,50,-52064,665,8023871,605,7335416,0,1540,195,-76722,1540,77354494,1540,73071135,12174366,2210,245,-128786,2205,85378365,2145,80406551,12174366
2015,5331,SA,65,5,26355,65,564943,55,602920,0,110,15,-21124,110,5472451,110,5198645,898281,175,20,5231,175,6037394,165,5801565,898281
2016,5332,SA,80,5,-10728,80,778087,65,811317,0,140,15,1738,140,7544124,140,7046081,1241154,220,20,-8990,220,8322211,205,7857398,1241154
2017,5333,SA,1155,115,-448817,1130,14020920,1035,12309259,0,2370,285,-1330460,2370,122052830,2370,114491686,19223504,3525,400,-1779277,3505,136073750,3405,126800945,19223504
2018,5340,SA,235,25,-115050,230,2553736,215,2328352,0,535,75,-192955,535,25992008,535,24327005,3902940,770,100,-308005,770,28545744,755,26655357,3902940
2019,5341,SA,1415,140,-47003,1380,14454934,1270,14360270,0,2895,370,-896316,2895,139635613,2895,131430511,21256867,4310,510,-943319,4275,154090547,4165,145790781,21256867
2020,5342,SA,135,10,12366,130,1320691,120,1305343,0,315,35,-106403,315,14353272,315,13777111,2153880,450,45,-94037,450,15673963,435,15082454,2153880
2021,5343,SA,1000,95,-124372,955,10826098,880,10615967,0,2255,270,-894984,2255,118982181,2255,112511561,20439762,3250,365,-1019356,3205,129808279,3135,123127528,20439762
2022,5344,SA,120,5,-3216,120,1345505,110,1335031,0,210,25,-60164,210,9969144,210,9425444,1475070,335,30,-63380,330,11314649,320,10760475,1475070
2023,5345,SA,670,55,-20408,645,6125550,575,6573584,0,1290,160,-607591,1290,64190339,1290,60562565,9948643,1960,215,-627999,1940,70315889,1865,67136149,9948643
2024,5346,SA,55,5,4808,50,647079,50,591664,0,125,20,33024,125,5790156,125,5492791,832991,180,20,37832,180,6437235,175,6084455,832991
2025,5350,SA,55,5,-24747,55,191484,45,458100,0,120,20,-11350,120,6984466,120,6685640,1284791,175,25,-36097,175,7175950,165,7143740,1284791
2026,5351,SA,810,65,-273541,770,8099131,725,8162432,0,2485,375,-1703690,2485,142704630,2485,136851175,26525807,3295,440,-1977231,3255,150803761,3210,145013607,26525807
2027,5352,SA,825,95,-231803,810,8699143,755,8535064,0,2430,425,-1685609,2430,148782152,2430,141845024,29197697,3255,520,-1917412,3240,157481295,3185,150380088,29197697
2028,5353,SA,630,50,-83931,605,6709735,540,6178394,0,1560,225,-957023,1560,94443080,1560,90350329,18898743,2190,275,-1040954,2165,101152815,2100,96528723,18898743
2029,5354,SA,80,5,-45969,80,1819771,70,910611,0,105,10,-20101,105,7052278,105,6120962,1087315,185,15,-66070,185,8872049,180,7031573,1087315
2030,5355,SA,1040,70,-78758,1005,10508428,945,10454884,0,3085,410,-1170042,3085,172759832,3085,164348841,30685033,4125,480,-1248800,4090,183268260,4030,174803725,30685033
2031,5356,SA,115,10,28970,110,2017718,100,1199680,0,315,30,-1854,315,16257518,315,15555472,2660635,430,40,27116,425,18275236,415,16755152,2660635
2032,5357,SA,75,10,-68407,75,1050812,55,669843,0,120,25,-59894,120,5936279,120,5564140,858932,195,35,-128301,195,6987091,175,6233983,858932
2033,5360,SA,180,20,-34695,175,1515846,155,1582507,0,525,80,-382959,525,29838056,525,28426059,5391918,705,100,-417654,700,31353902,680,30008566,5391918
2034,5371,SA,245,30,-82919,235,2176131,210,2143526,0,605,90,-340322,605,35488358,605,34058157,6966326,850,120,-423241,840,37664489,815,36201683,6966326
2035,5372,SA,250,20,-112480,235,2776473,220,2392673,0,790,95,-392973,790,42956585,790,41181246,7343342,1040,115,-505453,1025,45733058,1010,43573919,7343342
2036,5373,SA,535,55,-122652,515,6093385,475,6022553,0,1320,145,-535973,1320,70123919,1320,66560830,12060534,1850,200,-658625,1835,76217304,1795,72583383,12060534
2037,5374,SA,255,15,-10400,245,2955642,215,2639735,0,490,50,-74302,490,26010771,490,24464692,4178477,745,65,-84702,735,28966413,705,27104427,4178477
2038,5381,SA,80,5,12218,70,596192,65,617833,0,130,5,-21034,130,6455935,130,6179887,994475,205,10,-8816,200,7052127,190,6797720,994475
2039,5400,SA,85,5,-17019,80,869508,75,901134,0,260,20,-105918,260,15129010,260,14196301,2578928,350,25,-122937,340,15998518,335,15097435,2578928
2040,5401,SA,130,10,-15492,125,1167752,110,1360607,0,340,45,-114304,340,17930618,340,16611018,2750338,470,50,-129796,465,19098370,450,17971625,2750338
2041,5410,SA,50,5,7996,45,881246,45,398531,0,95,15,-47577,95,4918303,95,4602647,794992,140,25,-39581,140,5799549,135,5001178,794992
2042,5411,SA,45,10,-281,45,413310,45,450843,0,130,15,58573,130,7044295,130,6464643,1079978,180,25,58292,180,7457605,175,6915486,1079978
2043,5412,SA,185,25,61604,180,2600326,170,2328209,0,435,65,-106759,435,23407517,435,21671410,3714813,620,90,-45155,615,26007843,605,23999619,3714813
2044,5413,SA,185,10,44084,180,2001599,155,1891561,0,340,40,5337,340,20456276,340,18802355,3804920,525,45,49421,520,22457875,495,20693916,3804920
2045,5414,SA,55,5,137697,55,-29215,40,502630,0,65,10,-21430,65,3044949,65,2876595,408961,120,15,116267,120,3015734,105,3379225,408961
2046,5415,SA,45,5,-1245,40,722680,40,495430,0,75,5,-21085,75,5203514,75,4498259,784870,120,10,-22330,120,5926194,115,4993689,784870
2047,5416,SA,45,5,-16293,45,515593,35,344718,0,80,10,-24320,80,4544061,80,4030932,658514,125,10,-40613,125,5059654,115,4375650,658514
2048,5417,SA,290,25,31055,275,3660490,245,2869165,0,550,85,105582,550,29737008,550,27472988,4679841,840,110,136637,830,33397498,795,30342153,4679841
2049,5418,SA,20,5,2000,20,295747,15,236075,0,30,5,10242,30,1558961,30,1355235,178966,55,5,12242,55,1854708,50,1591310,178966
2050,5419,SA,55,10,-98489,55,256568,35,437971,0,90,10,-37169,90,5333099,90,4734307,800855,140,20,-135658,140,5589667,125,5172278,800855
2051,5420,SA,15,0,0,15,192148,10,112764,0,35,5,14617,35,2232932,35,2091115,353968,50,5,14617,50,2425080,45,2203879,353968
2052,5421,SA,20,5,3262,20,174369,20,149850,0,25,5,1992,25,1384084,25,1343279,269666,45,5,5254,45,1558453,45,1493129,269666
2053,5422,SA,245,15,-34085,235,3085397,220,2911200,0,445,60,-87834,445,23256043,445,22119883,3545598,690,75,-121919,680,26341440,670,25031083,3545598
2054,5431,SA,160,10,-6709,160,2733176,135,1717500,0,375,40,-5517,375,21693780,375,19474972,3245444,535,50,-12226,530,24426956,510,21192472,3245444
2055,5432,SA,35,5,14281,35,609706,30,375474,0,60,5,16376,60,4062599,60,3647405,696136,95,5,30657,95,4672305,90,4022879,696136
2056,5433,SA,210,25,-64404,200,2455644,190,2398350,0,525,85,-207913,525,32264391,525,30787904,5966712,740,115,-272317,730,34720035,720,33186254,5966712
2057,5434,SA,70,5,-10348,65,1037041,65,741019,0,200,30,-1963,200,11376690,200,10606494,1955485,265,35,-12311,265,12413731,260,11347513,1955485
2058,5440,SA,35,5,-16211,35,405005,30,367816,0,115,25,-36732,115,7369581,115,6723199,1277719,155,25,-52943,150,7774586,145,7091015,1277719
2059,5451,SA,130,10,4352,125,1464569,110,1402038,0,255,40,-82885,255,14341267,255,13200283,2381927,385,50,-78533,385,15805836,370,14602321,2381927
2060,5452,SA,95,10,-3879,90,1089224,80,917170,0,175,25,-69490,175,9416907,175,8880660,1543157,270,30,-73369,270,10506131,260,9797830,1543157
2061,5453,SA,910,85,-140708,890,9232289,815,9410060,0,2205,305,-1001157,2205,126716115,2205,120180348,23058804,3115,390,-1141865,3095,135948404,3015,129590408,23058804
2062,5454,SA,80,5,26298,75,1552239,60,712035,0,155,30,40443,155,10205424,155,9216434,1752146,230,35,66741,225,11757663,215,9928469,1752146
2063,5455,SA,0,0,0,0,0,0,0,0,10,5,29003,10,638914,10,503815,75986,10,5,29003,10,638914,10,503815,75986
2064,5460,SA,120,10,-6078,115,1936523,95,1167320,0,265,40,-80643,265,14734350,265,13587912,2386203,380,50,-86721,380,16670873,355,14755232,2386203
2065,5461,SA,395,40,-106509,380,4679039,350,3958928,0,970,130,-377550,970,54020924,970,50159189,8735522,1365,170,-484059,1350,58699963,1315,54118117,8735522
2066,5462,SA,70,5,-85,65,598690,60,594906,0,195,25,-72807,195,11067782,195,9687228,1572210,265,25,-72892,265,11666472,260,10282134,1572210
2067,5464,SA,90,5,-65808,85,1311273,70,909542,0,190,25,-51252,190,12189049,190,11016641,1876130,280,30,-117060,275,13500322,260,11926183,1876130
2068,5470,SA,30,0,0,25,391771,25,337430,0,60,5,24371,60,3576720,60,3425591,602078,90,5,24371,85,3968491,85,3763021,602078
2069,5471,SA,25,5,-14575,20,219180,15,112494,0,40,10,-4802,40,3012608,40,2744792,560385,65,15,-19377,65,3231788,55,2857286,560385
2070,5472,SA,40,5,-19871,40,459869,35,395833,0,50,0,0,50,2922137,50,2646826,437125,90,5,-19871,90,3382006,85,3042659,437125
2071,5473,SA,140,10,-41267,135,1659607,125,1414702,0,225,35,-137888,225,12537766,225,11858475,2176416,365,45,-179155,360,14197373,350,13273177,2176416
2072,5480,SA,155,10,23900,150,2204440,130,1718767,0,365,45,-135609,365,21783828,365,20537641,3895197,520,55,-111709,515,23988268,495,22256408,3895197
2073,5481,SA,145,10,25760,140,2112605,125,1618835,0,205,35,61710,205,11074109,205,10521704,1955676,350,45,87470,350,13186714,335,12140539,1955676
2074,5482,SA,130,10,37076,130,1747156,110,1162827,0,205,25,165108,205,11366793,205,10763268,1880515,335,30,202184,335,13113949,320,11926095,1880515
2075,5483,SA,70,5,4577,70,873691,65,605636,0,135,20,-15077,135,8511184,135,7840790,1461361,205,25,-10500,205,9384875,200,8446426,1461361
2076,5485,SA,95,5,20593,90,1022080,90,911320,0,235,25,20245,235,15831320,235,14394629,2778442,330,30,40838,325,16853400,325,15305949,2778442
2077,5490,SA,20,5,-6659,20,44674,20,194183,0,40,5,13472,40,2317379,40,2179750,397849,60,5,6813,60,2362053,60,2373933,397849
2078,5491,SA,285,25,-21639,285,4008504,250,2946969,0,790,110,-56938,790,50771982,790,46841273,9164111,1075,135,-78577,1075,54780486,1040,49788242,9164111
2079,5493,SA,10,5,2333,10,63308,5,27136,0,30,5,19242,30,1662495,30,1485728,229397,40,5,21575,40,1725803,35,1512864,229397
2080,5495,SA,70,5,14416,65,866411,65,747739,0,130,20,-40290,130,8114236,130,7826621,1534394,200,25,-25874,195,8980647,195,8574360,1534394
2081,5501,SA,855,70,-51834,795,8684437,745,8088998,0,2840,330,-1258614,2840,153696696,2840,146150931,26382235,3695,400,-1310448,3635,162381133,3590,154239929,26382235
2082,5502,SA,205,15,-15167,200,1863277,175,1877093,0,640,90,-27991,640,35295052,640,33311264,5950428,845,100,-43158,840,37158329,815,35188357,5950428
2083,5510,SA,25,5,7366,25,251160,20,161356,0,50,5,13789,50,3285552,50,2884402,496589,75,10,21155,75,3536712,70,3045758,496589
2084,5520,SA,100,5,21159,100,1491285,90,1201916,0,215,35,140017,215,12941673,215,11513802,1936271,315,40,161176,315,14432958,305,12715718,1936271
2085,5521,SA,35,5,1602,35,487681,35,423748,0,65,10,50356,65,4434116,65,3958592,741148,100,10,51958,100,4921797,100,4382340,741148
2086,5522,SA,230,30,65084,225,2858939,210,2804515,0,435,85,-92948,435,26316527,435,24985444,4947696,665,115,-27864,660,29175466,645,27789959,4947696
2087,5523,SA,265,25,29344,250,3700008,225,2682221,0,700,110,-135101,700,45037276,700,41322277,7925789,965,135,-105757,950,48737284,925,44004498,7925789
2088,5540,SA,2110,130,-213821,1960,23614165,1890,22979826,0,5195,600,-2300701,5195,287600440,5195,276425044,51943751,7305,730,-2514522,7155,311214605,7085,299404870,51943751
2089,5550,SA,125,10,1219,120,1778341,110,1064531,0,330,40,-33698,330,16843968,330,15720781,2476670,455,50,-32479,450,18622309,435,16785312,2476670
2090,5552,SA,25,5,-21562,25,862377,20,233103,0,80,10,519,80,5004271,80,4601757,861606,105,10,-21043,105,5866648,95,4834860,861606
2091,5554,SA,765,50,-42587,735,8965237,705,8184667,0,2065,265,-36102,2065,121333816,2065,114390656,21701652,2825,320,-78689,2800,130299053,2765,122575323,21701652
2092,5555,SA,95,15,-30930,90,1790217,75,721037,0,300,30,131731,300,20762601,300,18564126,3520009,395,45,100801,390,22552818,375,19285163,3520009
2093,5556,SA,565,60,-39736,540,6561346,515,6160006,0,1045,135,-195657,1045,55539066,1045,52403040,8966914,1610,195,-235393,1585,62100412,1560,58563046,8966914
2094,5558,SA,715,55,-51190,685,8810276,665,8360709,0,1360,220,-242400,1360,72815672,1360,68398059,11723385,2075,275,-293590,2050,81625948,2025,76758768,11723385
2095,5560,SA,70,5,-4751,65,950138,55,701258,0,190,15,153678,190,13189549,190,11478721,2149711,260,20,148927,255,14139687,245,12179979,2149711
2096,5570,SA,60,5,2147,60,624840,55,599680,0,120,10,1052,120,7321569,120,7049738,1341832,180,15,3199,175,7946409,175,7649418,1341832
2097,5571,SA,280,30,-22883,275,3500369,250,2967369,0,640,110,491422,640,36499469,640,33915097,6120538,915,140,468539,910,39999838,890,36882466,6120538
2098,5572,SA,20,5,-35631,20,-218581,15,150865,0,75,15,9075,75,5409162,75,4928928,1011394,95,20,-26556,95,5190581,90,5079793,1011394
2099,5573,SA,400,25,-64004,365,4455536,330,3912407,0,785,110,-13645,785,48210546,785,44591832,8480398,1190,135,-77649,1150,52666082,1115,48504239,8480398
2100,5575,SA,445,25,-17775,435,4820142,400,4664758,0,805,125,-16771,805,45333001,805,41237555,6903397,1250,150,-34546,1240,50153143,1205,45902313,6903397
2101,5576,SA,215,10,-12921,210,2582644,190,2216112,0,450,75,-166078,450,26432365,450,24641475,4560755,665,85,-178999,660,29015009,640,26857587,4560755
2102,5577,SA,140,5,3132,135,1638566,100,1097728,0,205,35,49262,205,10852182,205,9737044,1638163,340,45,52394,340,12490748,305,10834772,1638163
2103,5580,SA,70,5,-974,65,1555369,60,722560,0,130,15,34385,130,8222011,130,7041340,1294793,195,20,33411,195,9777380,185,7763900,1294793
2104,5581,SA,125,15,-5205,125,1372124,115,1344583,0,165,30,15753,165,10042506,165,9534563,1799820,290,50,10548,290,11414630,280,10879146,1799820
2105,5582,SA,125,10,-36098,120,1538059,120,1543900,0,195,40,6205,195,10292907,195,9518807,1560975,320,50,-29893,315,11830966,310,11062707,1560975
2106,5583,SA,160,10,10552,160,2190834,145,1838997,0,235,40,-33940,235,12721779,235,12079788,2064409,400,50,-23388,395,14912613,380,13918785,2064409
2107,5600,SA,865,90,-105383,840,9994420,805,9368601,0,3015,555,-3663139,3015,209675100,3015,200862708,44991112,3880,640,-3768522,3855,219669520,3820,210231309,44991112
2108,5601,SA,25,5,-5628,25,258848,20,256506,0,15,5,-15478,15,922385,15,892337,185930,35,5,-21106,35,1181233,35,1148843,185930
2109,5602,SA,220,30,-53263,220,2443958,190,2081131,0,505,80,-216589,505,31977999,505,29857421,5763547,725,110,-269852,720,34421957,695,31938552,5763547
2110,5603,SA,80,5,3689,80,1556399,70,912143,0,185,20,-73597,185,11257974,185,10238297,1709040,265,25,-69908,260,12814373,255,11150440,1709040
2111,5604,SA,45,5,-11196,40,487890,35,439556,0,90,10,-21813,90,5804684,90,5451675,976887,135,15,-33009,130,6292574,125,5891231,976887
2112,5605,SA,365,35,66166,360,5804922,325,4123633,0,735,110,-131122,735,41892047,735,38972298,6979086,1100,150,-64956,1095,47696969,1060,43095931,6979086
2113,5606,SA,2140,180,-183155,2075,24454961,1990,23291357,0,6830,875,-2459800,6830,392493470,6830,373452383,73124877,8965,1055,-2642955,8900,416948431,8820,396743740,73124877
2114,5607,SA,435,45,-42859,430,4874593,370,4250850,0,945,125,-150924,945,54885950,945,50485693,8921691,1380,170,-193783,1375,59760543,1315,54736543,8921691
2115,5608,SA,1630,70,-200213,1480,19341661,1445,17896468,0,4805,435,-2629880,4805,289853830,4805,279698143,56662339,6435,505,-2830093,6285,309195491,6250,297594611,56662339
2116,5609,SA,120,10,-42516,115,1217621,110,1191603,0,560,80,-655880,560,38105751,560,36686608,8099480,680,90,-698396,675,39323372,670,37878211,8099480
2117,5630,SA,20,5,5021,20,59572,15,126624,0,70,10,-47505,70,4670095,70,4388603,836395,90,10,-42484,90,4729667,85,4515227,836395
2118,5631,SA,205,25,-55029,205,2605600,175,1919084,0,580,75,-274362,580,38845596,580,34829064,6798556,780,100,-329391,780,41451196,755,36748148,6798556
2119,5632,SA,40,5,5393,40,468510,35,305566,0,110,20,-15203,110,10457279,110,9709395,1974639,150,25,-9810,150,10925789,145,10014961,1974639
2120,5633,SA,80,10,45748,75,2368244,55,627559,0,165,25,98691,165,14600800,165,12206119,2185240,245,30,144439,240,16969044,220,12833678,2185240
2121,5640,SA,200,15,80,195,2180823,160,1986004,0,480,60,-15460,480,30064569,480,27284492,4886406,675,75,-15380,670,32245392,640,29270496,4886406
2122,5641,SA,175,20,-26407,170,3130062,140,1667002,0,530,75,-132332,530,34361691,530,30643968,5263989,700,90,-158739,700,37491753,665,32310970,5263989
2123,5642,SA,30,5,29080,30,587425,25,274675,0,110,25,-93511,110,8040762,110,7081890,1184994,145,25,-64431,140,8628187,135,7356565,1184994
2124,5650,SA,15,0,0,15,149564,15,128530,0,55,5,-15166,55,5481071,55,3859647,674286,70,5,-15166,70,5630635,70,3988177,674286
2125,5651,SA,15,5,-5993,15,670865,10,98943,0,85,15,-35548,85,9070055,85,7830933,1435633,105,20,-41541,105,9740920,95,7929876,1435633
2126,5652,SA,110,15,40328,110,1957907,100,1081320,0,370,45,-128046,370,23551603,370,20884531,3808795,480,60,-87718,480,25509510,465,21965851,3808795
2127,5653,SA,5,0,0,5,-105692,5,41219,0,35,5,-5556,35,2432178,35,1977312,319297,40,5,-5556,35,2326486,35,2018531,319297
2128,5654,SA,35,5,5150,35,941805,30,297222,0,85,10,-29960,85,4941087,85,4480117,709151,120,15,-24810,120,5882892,115,4777339,709151
2129,5655,SA,15,5,-586,15,224011,10,138780,0,50,10,-18540,50,3547605,50,2970211,518172,65,10,-19126,65,3771616,60,3108991,518172
2130,5660,SA,5,0,0,5,14981,5,12975,0,0,0,0,0,0,0,0,0,5,0,0,5,14981,5,12975,0
2131,5661,SA,20,0,0,15,380731,15,179378,0,65,5,-942,65,5977107,65,5461257,1147352,85,5,-942,85,6357838,80,5640635,1147352
2132,5670,SA,100,15,-21006,100,1183800,90,907460,0,195,20,-3089,195,11345662,195,10522823,1967154,295,35,-24095,295,12529462,285,11430283,1967154
2133,5671,SA,25,5,6967,20,292799,20,225848,0,75,10,-7092,75,6474302,75,5772116,1272456,95,10,-125,95,6767101,90,5997964,1272456
2134,5680,SA,360,25,-72091,350,5050453,320,3819781,0,930,120,-195725,930,54859728,930,51461623,9395468,1290,145,-267816,1280,59910181,1255,55281404,9395468
2135,5690,SA,520,30,37668,515,7127136,495,6693395,0,1685,225,-863885,1685,98501915,1685,92626530,16887699,2205,255,-826217,2200,105629051,2180,99319925,16887699
2136,5700,SA,1395,95,-45120,1345,16511579,1300,16046186,0,4770,650,-2710923,4770,279922087,4770,265629045,50903037,6165,745,-2756043,6115,296433666,6070,281675231,50903037
2137,5701,SA,5,0,0,5,11489,5,11372,0,10,5,-8905,10,525864,10,475866,75893,10,5,-8905,10,537353,10,487238,75893
2138,5710,SA,220,15,-16038,210,2415206,200,2306893,0,910,140,-755067,910,55534973,910,52672677,10429596,1130,155,-771105,1120,57950179,1110,54979570,10429596
2139,5720,SA,30,5,-24780,30,368955,30,344300,0,140,25,-82871,140,9018272,140,8671746,1728673,170,30,-107651,170,9387227,165,9016046,1728673
2140,5722,SA,70,10,27765,65,888383,60,866592,0,195,35,-134128,195,12343623,195,11904787,2252272,265,45,-106363,260,13232006,260,12771379,2252272
2141,5723,SA,260,20,44053,255,3840394,250,3447105,0,600,95,-177990,600,32497767,600,31205291,5085765,860,115,-133937,855,36338161,850,34652396,5085765
2142,5724,SA,35,5,9276,35,333775,30,400532,0,75,10,-58404,75,5027676,75,4729208,932249,105,15,-49128,105,5361451,105,5129740,932249
2143,5725,SA,355,85,-605354,340,3000086,300,3046346,0,2355,660,-6109184,2355,199709804,2355,193057764,45605299,2710,745,-6714538,2695,202709890,2660,196104110,45605299
2144,5730,SA,15,5,4747,15,200248,15,177314,0,30,10,32016,30,1532499,30,1502795,251576,45,10,36763,45,1732747,45,1680109,251576
2145,5731,SA,60,15,-75456,60,635590,55,584652,0,320,105,-848793,320,25196119,320,24348846,5448124,380,125,-924249,380,25831709,375,24933498,5448124
2146,5732,SA,25,0,0,25,327943,25,354623,0,60,5,-33821,60,2851519,60,2782675,396839,85,5,-33821,85,3179462,85,3137298,396839
2147,5733,SA,20,0,0,20,285647,15,224748,0,40,5,-8011,40,2039592,40,1968799,305892,55,5,-8011,55,2325239,55,2193547,305892
2148,5734,SA,20,0,0,20,282121,20,264448,0,50,5,-45710,50,2433422,50,2372355,337214,75,5,-45710,75,2715543,75,2636803,337214
2149,5950,SA,5,0,0,5,19606,5,19456,0,15,5,-16841,15,723524,15,668887,133515,15,5,-16841,15,743130,15,688343,133515
2150,6000,WA,1565,130,-836363,1525,14404923,1440,13771074,0,5635,800,-5040024,5635,452338428,5635,437017210,112078745,7200,925,-5876387,7155,466743351,7075,450788284,112078745
2151,6003,WA,900,45,-494272,885,8324446,860,8175724,0,2435,310,-2503343,2435,160711049,2435,154698221,35358579,3335,350,-2997615,3320,169035495,3295,162873945,35358579
2152,6004,WA,1315,130,-1559979,1290,12307021,1205,11383934,0,4570,765,-6881772,4570,388866265,4570,373410681,98135026,5880,900,-8441751,5860,401173286,5775,384794615,98135026
2153,6005,WA,705,75,-666986,685,8156598,630,6317630,0,3155,465,-2832621,3155,325081331,3155,313231467,93150979,3860,540,-3499607,3840,333237929,3785,319549097,93150979
2154,6006,WA,1010,150,-473158,980,10057394,915,9660524,0,4185,890,-5111708,4185,344199549,4185,329731277,83245592,5195,1040,-5584866,5165,354256943,5100,339391801,83245592
2155,6007,WA,870,135,-1284876,855,8383356,795,8559535,0,3670,745,-5695834,3670,344008979,3670,328563987,89642950,4540,880,-6980710,4525,352392335,4465,337123522,89642950
2156,6008,WA,1865,260,-2006446,1800,18404686,1625,17660173,0,7380,1685,-13341526,7380,820635548,7380,777354738,229266590,9245,1940,-15347972,9175,839040234,9005,795014911,229266590
2157,6009,WA,2905,360,-3417352,2820,34871268,2580,26141979,0,8360,2135,-16490727,8360,1364230543,8360,1289820849,441118885,11265,2495,-19908079,11180,1399101811,10940,1315962828,441118885
2158,6010,WA,2445,315,-4327058,2395,25474541,2185,24705087,0,7770,1670,-15195444,7770,1038070474,7770,983455472,313486453,10215,1985,-19522502,10165,1063545015,9960,1008160559,313486453
2159,6011,WA,1405,200,-2767335,1380,14279309,1225,13459368,0,4940,1150,-13505229,4940,852677659,4940,800942287,272976838,6350,1350,-16272564,6320,866956968,6165,814401655,272976838
2160,6012,WA,1255,145,-1552715,1215,14277623,1125,11826112,0,4225,810,-7172894,4225,663016596,4225,630920348,216378918,5475,955,-8725609,5435,677294219,5350,642746460,216378918
2161,6014,WA,2900,330,-2092099,2830,31090618,2660,29613909,0,9785,2045,-13024226,9785,999343235,9785,956831955,271757545,12690,2375,-15116325,12620,1030433853,12450,986445864,271757545
2162,6015,WA,1045,155,-1657434,1030,11613896,940,10784883,0,3330,900,-8953320,3330,517176576,3330,492357363,163872414,4380,1055,-10610754,4365,528790472,4270,503142246,163872414
2163,6016,WA,1215,120,-749292,1180,12371668,1120,11487183,0,4920,905,-7081760,4920,373171041,4920,357890436,87124895,6135,1025,-7831052,6100,385542709,6040,369377619,87124895
2164,6017,WA,565,55,-244939,540,5854707,505,5794497,0,2330,250,-1594073,2330,139005897,2330,134194928,27516731,2895,300,-1839012,2870,144860604,2835,139989425,27516731
2165,6018,WA,4945,645,-3901078,4810,53689554,4525,50833545,0,17355,3565,-23089042,17355,1428122758,17355,1368641465,343879733,22300,4210,-26990120,22165,1481812312,21880,1419475010,343879733
2166,6019,WA,2895,390,-3653953,2830,31780426,2590,29846075,0,10950,2105,-18337096,10950,890834702,10950,852613896,213758179,13845,2495,-21991049,13780,922615128,13540,882459971,213758179
2167,6020,WA,3320,510,-3701330,3250,32679136,3005,32327295,0,10970,2790,-22386152,10970,992274315,10970,945828192,251599308,14290,3300,-26087482,14220,1024953451,13975,978155487,251599308
