,"DETAILED TABLE 2.6b: Selected items, by taxable status, state/territory1 and postcode, 2010-11 income year2",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
0,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,Non-taxable individuals,,,,,,,,Taxable individuals,,,,,,,,All individuals,,,,,,,
2,Postcode,State/Territory1,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax,Individuals,Net rent,,Total Income or Loss,,Taxable income or loss,,Net tax
3,,,no.,no.,$,no.,$,no.,$,$,no.,no.,$,no.,$,no.,$,$,no.,no.,$,no.,$,no.,$,$
4,0800,NT,885,65,-863470,880,7744792,860,8067164,0,2920,500,-3814873,2920,217103941,2920,209433775,51780253,3805,570,-4678343,3800,224848733,3775,217500939,51780253
5,0810,NT,3250,395,-2390765,3200,39620716,3070,37960959,0,14885,2950,-17780918,14885,962127435,14885,924984816,188110905,18140,3340,-20171683,18085,1001748151,17955,962945775,188110905
6,0812,NT,1895,220,-1456003,1855,22541799,1765,21989199,0,9185,1770,-11377238,9185,582283571,9185,561532555,111568767,11080,1990,-12833241,11040,604825370,10950,583521754,111568767
7,0820,NT,1875,280,-2343586,1850,20065345,1745,19412131,0,9640,2160,-13529059,9640,711612130,9640,682035226,156565437,11515,2440,-15872645,11490,731677475,11385,701447357,156565437
8,0828,NT,80,10,-74676,80,610947,70,815045,0,425,100,-218890,425,31578677,425,30476898,7104904,500,105,-293566,500,32189624,495,31291943,7104904
9,0829,NT,10,0,0,10,112838,10,107752,0,35,5,-45132,35,2398856,35,2271013,503313,45,5,-45132,45,2511694,45,2378765,503313
10,0830,NT,1680,175,-1326567,1650,20818224,1585,20044996,0,9020,1395,-11888105,9020,557964120,9020,536514317,103894474,10700,1570,-13214672,10670,578782344,10600,556559313,103894474
11,0832,NT,725,125,-1068322,705,8038411,655,7857037,0,4380,755,-6271678,4380,283776616,4380,272929483,55063445,5105,880,-7340000,5085,291815027,5035,280786520,55063445
12,0834,NT,55,10,-35793,55,607832,50,623729,0,205,40,-202533,205,13586771,205,13114817,2640366,260,45,-238326,260,14194603,255,13738546,2640366
13,0835,NT,585,85,-568611,575,6645030,525,6604086,0,2755,600,-4440791,2755,190081877,2755,183247556,38539845,3345,685,-5009402,3330,196726907,3285,189851642,38539845
14,0836,NT,790,100,-301187,775,8490700,705,8724321,0,3310,605,-3433244,3310,220341347,3310,212403530,43656595,4100,705,-3734431,4085,228832047,4015,221127851,43656595
15,0837,NT,165,10,-87884,165,1831444,145,1900639,0,585,70,-236435,585,35218150,585,33678251,6262615,755,85,-324319,750,37049594,730,35578890,6262615
16,0838,NT,60,10,-208915,55,642874,50,592768,0,190,30,-43505,190,12896790,190,12397614,2637300,245,40,-252420,245,13539664,235,12990382,2637300
17,0839,NT,5,0,0,5,15500,5,15086,0,5,0,0,5,308013,5,297446,59922,5,0,0,5,323513,5,312532,59922
18,0840,NT,35,5,8024,35,363436,35,339320,0,60,15,-154035,60,4086202,60,3966091,743053,95,15,-146011,95,4449638,95,4305411,743053
19,0845,NT,95,10,-27274,90,1142966,80,1106186,0,255,45,-79520,255,14766786,255,14085036,2530959,350,60,-106794,345,15909752,335,15191222,2530959
20,0846,NT,50,5,-42188,50,445476,40,476963,0,145,20,-15382,145,8985766,145,8726453,1727319,195,25,-57570,195,9431242,185,9203416,1727319
21,0847,NT,40,5,-17164,40,454438,35,417281,0,125,20,84369,125,7690089,125,7438607,1471772,160,25,67205,160,8144527,155,7855888,1471772
22,0850,NT,540,55,-301281,530,6466550,505,6370875,0,2460,430,-1704021,2460,150782331,2460,145058656,27861361,3000,485,-2005302,2990,157248881,2965,151429531,27861361
23,0852,NT,735,25,-97723,735,5862015,710,9917393,0,1025,125,-221060,1025,51118077,1025,48927234,7613042,1765,150,-318783,1760,56980092,1735,58844627,7613042
24,0853,NT,55,20,-94188,55,443426,45,444551,0,390,105,-594004,390,24627785,390,23606900,4441226,445,130,-688192,440,25071211,435,24051451,4441226
25,0854,NT,135,5,1660,130,1909419,125,1873362,0,265,20,-122811,265,14413550,265,14038422,2293103,400,20,-121151,395,16322969,395,15911784,2293103
26,0860,NT,150,15,-34012,150,2037509,150,1980870,0,745,150,-891924,745,45039537,745,42749317,7693800,895,165,-925936,895,47077046,890,44730187,7693800
27,0862,NT,90,5,-18928,90,-707430,85,1160079,0,150,15,-12981,150,7455335,150,6991755,981741,240,15,-31909,240,6747905,235,8151834,981741
28,0870,NT,2345,220,-787793,2310,26215297,2235,26348061,0,10925,2080,-10276504,10925,672908038,10925,645770736,127389178,13270,2300,-11064297,13230,699123335,13155,672118797,127389178
29,0872,NT,1350,20,-128022,1345,18271375,1330,17643973,0,2125,250,-1215945,2125,104410183,2125,100738682,15532063,3475,270,-1343967,3470,122681558,3455,118382655,15532063
30,0880,NT,245,40,-178858,240,2985423,235,2913115,0,765,295,-2612780,765,62413047,765,60438867,14356394,1010,340,-2791638,1005,65398470,995,63351982,14356394
31,0885,NT,100,30,-192693,95,1006947,80,1014079,0,530,215,-1846287,530,45775147,530,44366575,10586399,630,245,-2038980,625,46782094,610,45380654,10586399
32,0886,NT,155,20,-211400,155,1721593,145,1655639,0,690,175,-1198217,690,47217886,690,45790538,9456193,845,195,-1409617,845,48939479,835,47446177,9456193
33,2000,NSW,16795,690,-7412774,16565,130697973,15960,130724112,0,16635,2180,-4280404,16635,1259423393,16635,1202079657,332644524,33435,2870,-11693178,33200,1390121366,32600,1332803769,332644524
34,2006,NSW,45,5,5060,45,755833,40,277777,0,80,10,-32730,80,5374443,80,5101016,1139118,125,15,-27670,125,6130276,125,5378793,1139118
35,2007,NSW,1330,80,-432029,1295,12176576,1235,11911014,0,3105,395,-1791838,3105,200517400,3105,192629381,43576512,4435,475,-2223867,4400,212693976,4340,204540395,43576512
36,2008,NSW,1040,40,-251431,1020,9831458,990,9633705,0,3370,380,-1560399,3370,215710579,3370,206903435,45283077,4410,420,-1811830,4390,225542037,4365,216537140,45283077
37,2009,NSW,1910,240,-2374587,1855,19107461,1685,16806420,0,6985,1270,-9320812,6985,668457136,6985,636595033,178274308,8895,1510,-11695399,8840,687564597,8670,653401453,178274308
38,2010,NSW,3520,255,-1025738,3455,37009942,3295,34218935,0,15050,2075,-11079463,15050,1257318887,15050,1201104928,309904086,18575,2330,-12105201,18505,1294328829,18350,1235323863,309904086
39,2011,NSW,2650,235,-1244615,2605,59531082,2440,25262734,0,11325,1700,-7920401,11325,1129037051,11325,1072723548,306484306,13975,1935,-9165016,13930,1188568133,13765,1097986282,306484306
40,2015,NSW,805,85,-514701,770,7668472,710,7518640,0,5540,830,-5222783,5540,425902932,5540,405263270,96097087,6345,915,-5737484,6315,433571404,6255,412781910,96097087
41,2016,NSW,1425,105,-566275,1390,15363395,1330,14580892,0,6040,815,-4341524,6040,435694432,6040,414167594,97166450,7465,920,-4907799,7435,451057827,7375,428748486,97166450
42,2017,NSW,1555,130,-858077,1465,15150022,1380,14651179,0,6220,800,-5828137,6220,430909226,6220,408999139,91597296,7775,925,-6686214,7680,446059248,7600,423650318,91597296
43,2018,NSW,1885,240,22031,1795,19424772,1700,19473243,0,6095,1115,-1560159,6095,377232336,6095,360035177,75338651,7980,1350,-1538128,7890,396657108,7795,379508420,75338651
44,2019,NSW,1040,120,-549847,1010,11432789,955,10829635,0,4325,735,-3049847,4325,286682132,4325,272711795,58632458,5365,850,-3599694,5335,298114921,5280,283541430,58632458
45,2020,NSW,1400,190,-539016,1345,14412456,1285,14261783,0,5605,945,-3256286,5605,341126562,5605,325356910,66152420,7000,1135,-3795302,6945,355539018,6890,339618693,66152420
46,2021,NSW,1655,250,-2604620,1610,17848203,1420,15754761,0,8545,1500,-8666982,8545,1085588749,8545,1031620835,327866895,10205,1750,-11271602,10160,1103436952,9970,1047375596,327866895
47,2022,NSW,1805,230,-621375,1765,19498740,1635,17118836,0,6480,1185,1351279,6480,596387592,6480,566258009,156423180,8290,1415,729904,8250,615886332,8115,583376845,156423180
48,2023,NSW,1215,180,-1127478,1190,15853598,1055,11483525,0,5515,1130,113463,5515,927985370,5515,866798699,299661464,6730,1315,-1014015,6705,943838968,6575,878282224,299661464
49,2024,NSW,1320,180,-488906,1295,13618515,1200,13471042,0,5655,1135,-5196846,5655,705019736,5655,673857498,214391890,6975,1315,-5685752,6955,718638251,6855,687328540,214391890
50,2025,NSW,1030,145,-1069249,1000,13036895,885,10656643,0,4030,790,-372689,4030,633855223,4030,596269801,201638052,5060,935,-1441938,5030,646892118,4915,606926444,201638052
51,2026,NSW,4675,495,-2069967,4585,49942195,4350,44984802,0,17565,2665,-7825654,17565,1646242699,17565,1561377937,431987377,22240,3160,-9895621,22150,1696184894,21910,1606362739,431987377
52,2027,NSW,995,175,-3130103,960,11096884,825,10107632,0,4800,1115,499651,4800,1062483327,4800,975702909,359145647,5795,1295,-2630452,5765,1073580211,5625,985810541,359145647
53,2028,NSW,635,95,-931638,625,7396100,560,6621838,0,2600,570,2324533,2600,366564210,2600,345368573,111381632,3235,665,1392895,3225,373960310,3160,351990411,111381632
54,2029,NSW,1315,160,-1713775,1280,18528186,1160,13385430,0,5405,1085,6069965,5405,676670680,5405,635832175,200177684,6720,1245,4356190,6680,695198866,6560,649217605,200177684
55,2030,NSW,1970,330,-1579182,1920,34877299,1720,18655386,0,7540,1875,6843967,7540,1358799020,7540,1254653387,440899466,9510,2205,5264785,9465,1393676319,9265,1273308773,440899466
56,2031,NSW,4150,475,-2039136,4050,44644098,3830,42275806,0,17380,3115,-5952296,17380,1606457018,17380,1533557978,416941173,21525,3590,-7991432,21430,1651101116,21210,1575833784,416941173
57,2032,NSW,2340,265,-93789,2275,23354195,2180,22831998,0,6145,1250,568922,6145,431605045,6145,412975454,96828854,8485,1515,475133,8420,454959240,8325,435807452,96828854
58,2033,NSW,1565,170,17004,1530,15987381,1460,15420786,0,5075,900,-718854,5075,423852938,5075,401243188,104912928,6640,1070,-701850,6605,439840319,6535,416663974,104912928
59,2034,NSW,2460,295,-1425769,2405,26605375,2260,24802005,0,10780,2150,-3387369,10780,955772039,10780,905429114,238883708,13240,2445,-4813138,13180,982377414,13035,930231119,238883708
60,2035,NSW,4535,635,-1143760,4360,49388994,4120,47219326,0,15390,3420,1040303,15390,1152664183,15390,1096774824,262477057,19930,4055,-103457,19750,1202053177,19510,1143994150,262477057
61,2036,NSW,3510,440,-146841,3390,38541570,3235,37570997,0,11450,2235,-5695619,11450,767865438,11450,730739256,160915400,14960,2675,-5842460,14835,806407008,14685,768310253,160915400
62,2037,NSW,1790,175,-862177,1725,18540403,1645,17570385,0,6705,1105,-3993525,6705,592005963,6705,561899821,150570819,8495,1280,-4855702,8430,610546366,8350,579470206,150570819
63,2038,NSW,960,145,-750095,935,9987318,865,9526330,0,4755,895,-4482997,4755,442036047,4755,421003931,112968759,5710,1040,-5233092,5690,452023365,5620,430530261,112968759
64,2039,NSW,835,160,-1127789,815,8023670,730,7811638,0,4510,945,-6564070,4510,457647495,4510,436789974,121897980,5345,1100,-7691859,5320,465671165,5235,444601612,121897980
65,2040,NSW,2115,270,-786561,2055,21541597,1910,21318262,0,10600,1925,-8814221,10600,897178140,10600,858734514,219347126,12715,2190,-9600782,12650,918719737,12510,880052776,219347126
66,2041,NSW,1750,280,-612601,1705,18981328,1550,16822327,0,8230,1830,-10342502,8230,1058280664,8230,1004694114,314958329,9980,2110,-10955103,9930,1077261992,9780,1021516441,314958329
67,2042,NSW,2070,195,-489675,2025,21569634,1910,20718727,0,9960,1380,-4719176,9960,715033654,9960,685065813,159130310,12030,1580,-5208851,11985,736603288,11875,705784540,159130310
68,2043,NSW,515,75,-1468807,510,5199990,475,4806855,0,4105,610,-3697485,4105,329147923,4105,315312684,77004476,4620,680,-5166292,4610,334347913,4575,320119539,77004476
69,2044,NSW,855,100,-654811,830,8918432,790,8570610,0,3785,555,-2839255,3785,242556128,3785,232314224,49317691,4640,655,-3494066,4615,251474560,4575,240884834,49317691
70,2045,NSW,860,155,134069,840,9704726,785,9160183,0,3140,905,1471990,3140,291276141,3140,277889603,76665170,4000,1055,1606059,3980,300980867,3925,287049786,76665170
71,2046,NSW,3215,600,-2324378,3125,34501940,2880,33910640,0,12485,3155,-7605622,12485,1065237534,12485,1014893514,261720392,15700,3750,-9930000,15615,1099739474,15370,1048804154,261720392
72,2047,NSW,1350,230,-1040468,1315,14657161,1205,14247378,0,5920,1450,-3069997,5920,583365643,5920,552661699,152636026,7275,1680,-4110465,7240,598022804,7125,566909077,152636026
73,2048,NSW,835,95,-126209,815,9781437,775,9118407,0,3945,640,-2223255,3945,306066141,3945,292656810,71407156,4780,735,-2349464,4760,315847578,4720,301775217,71407156
74,2049,NSW,1135,155,-652498,1110,12723659,1045,12147446,0,5185,810,-3568195,5185,389002724,5185,371455164,88989330,6325,965,-4220693,6295,401726383,6230,383602610,88989330
75,2050,NSW,735,75,-296972,710,7596298,675,6955468,0,3685,515,-3483460,3685,299438436,3685,285897918,70630909,4420,595,-3780432,4400,307034734,4360,292853386,70630909
76,2052,NSW,125,5,578,125,1142194,125,1071329,0,60,10,13692,60,4024795,60,3784098,891621,185,10,14270,185,5166989,185,4855427,891621
77,2060,NSW,1795,255,-1741333,1745,20021414,1585,17951135,0,7795,1560,-6324115,7795,1032911146,7795,965407418,310719797,9590,1815,-8065448,9540,1052932560,9380,983358553,310719797
78,2061,NSW,645,115,-1037249,630,6292772,550,5944431,0,3235,635,-1381255,3235,397286869,3235,374522029,114517096,3880,750,-2418504,3860,403579641,3785,380466460,114517096
79,2062,NSW,760,125,-697440,745,9069717,680,7826416,0,3835,725,-1799758,3835,424713452,3835,405593340,119006707,4595,850,-2497198,4580,433783169,4515,413419756,119006707
80,2063,NSW,900,150,-731623,885,10311505,805,8628921,0,3165,780,-262701,3165,518818777,3165,487606903,166291487,4065,930,-994324,4050,529130282,3965,496235824,166291487
81,2064,NSW,1235,130,-269386,1185,12311091,1135,12268562,0,4885,770,-2563333,4885,450138814,4885,430104032,116395918,6120,900,-2832719,6070,462449905,6020,442372594,116395918
82,2065,NSW,3290,495,-1870881,3210,35413366,2960,32495251,0,15815,2885,-11336078,15815,1634316630,15815,1544675393,438913270,19105,3380,-13206959,19020,1669729996,18775,1577170644,438913270
83,2066,NSW,3650,510,-2281332,3565,41738167,3315,37258063,0,13860,2845,-7148765,13860,1540180735,13860,1466953579,434961550,17515,3355,-9430097,17425,1581918902,17175,1504211642,434961550
84,2067,NSW,4105,570,-2449398,3950,40631076,3610,38416723,0,10915,2385,-1902719,10915,886868652,10915,846849271,215708269,15020,2950,-4352117,14865,927499728,14525,885265994,215708269
85,2068,NSW,2280,280,-324516,2210,23499934,2055,22192021,0,7675,1695,-3386682,7675,991535484,7675,946984667,299483521,9955,1980,-3711198,9890,1015035418,9735,969176688,299483521
86,2069,NSW,2140,310,-980995,2095,22154808,1915,19867761,0,6640,1660,-987030,6640,924469584,6640,878949841,286575866,8780,1970,-1968025,8735,946624392,8550,898817602,286575866
87,2070,NSW,1990,265,-1100217,1930,20600398,1780,18489881,0,6095,1395,-4193140,6095,811322863,6095,770330484,245796148,8080,1660,-5293357,8025,831923261,7875,788820365,245796148
88,2071,NSW,2070,255,-833036,2010,23901669,1855,19940845,0,6035,1515,-1477391,6035,858839841,6035,816928824,268058259,8105,1770,-2310427,8040,882741510,7890,836869669,268058259
89,2072,NSW,1185,150,-896914,1155,12922080,1070,11716499,0,3145,720,-3435482,3145,363296931,3145,341564593,102593758,4330,870,-4332396,4300,376219011,4210,353281092,102593758
90,2073,NSW,2525,345,-2968710,2460,22401682,2230,23619445,0,7600,1740,-7135900,7600,923179044,7600,879971594,270373493,10125,2085,-10104610,10060,945580726,9830,903591039,270373493
91,2074,NSW,3720,420,-3273099,3665,45256622,3445,39650225,0,10035,2040,-8032921,10035,1168326305,10035,1114200691,335893083,13755,2460,-11306020,13700,1213582927,13480,1153850916,335893083
92,2075,NSW,3540,440,-2732820,3450,36103639,3225,36091822,0,9095,1800,-5897148,9095,1011996075,9095,962406103,282143435,12635,2245,-8629968,12550,1048099714,12325,998497925,282143435
93,2076,NSW,3870,475,-2177587,3780,42466105,3555,40825095,0,11095,2230,-11695393,11095,1197973472,11095,1139380235,334695652,14965,2705,-13872980,14875,1240439577,14645,1180205330,334695652
94,2077,NSW,5100,505,-1201201,4940,54074404,4730,52333186,0,16420,2490,-11463692,16420,1097338413,16420,1055414704,230788126,21515,2995,-12664893,21355,1151412817,21150,1107747890,230788126
95,2079,NSW,1040,100,-71843,1020,10654632,980,10323707,0,3475,550,-3366753,3475,244417906,3475,234460431,53608211,4515,650,-3438596,4495,255072538,4455,244784138,53608211
96,2080,NSW,245,20,-104694,240,2436723,230,2349470,0,825,125,-721120,825,62468120,825,60098958,14568076,1075,145,-825814,1065,64904843,1060,62448428,14568076
97,2081,NSW,815,85,-283403,795,8406833,770,8180572,0,2455,430,-2909992,2455,180047530,2455,173260631,40397093,3270,510,-3193395,3250,188454363,3220,181441203,40397093
98,2082,NSW,735,70,-90504,720,7464960,685,7147691,0,2550,410,-2619676,2550,176476194,2550,169771981,38018074,3285,480,-2710180,3270,183941154,3235,176919672,38018074
99,2083,NSW,255,35,-137411,250,2800523,225,2646849,0,690,135,-766792,690,47061798,690,45278180,10128811,950,175,-904203,940,49862321,920,47925029,10128811
100,2084,NSW,575,65,-202845,565,7074419,540,6176542,0,1695,345,-1108880,1695,205933534,1695,194998457,61828320,2270,410,-1311725,2260,213007953,2235,201174999,61828320
101,2085,NSW,2030,260,-1304325,2000,22832418,1875,21819062,0,5185,1020,-987890,5185,440520473,5185,421228002,107866994,7215,1280,-2292215,7185,463352891,7060,443047064,107866994
102,2086,NSW,2010,235,-946283,1970,21955014,1860,21018454,0,5980,1170,-5012673,5980,502957832,5980,482518452,124336958,7990,1405,-5958956,7950,524912846,7835,503536906,124336958
103,2087,NSW,2025,260,-539356,1995,22595032,1880,22014666,0,5370,1230,-3169161,5370,473033230,5370,453306985,119147502,7390,1490,-3708517,7365,495628262,7250,475321651,119147502
104,2088,NSW,3855,580,-4178204,3755,53295018,3360,37423607,0,15085,3160,-9169062,15085,2695461175,15085,2552646156,896866335,18940,3740,-13347266,18840,2748756193,18445,2590069763,896866335
105,2089,NSW,1500,205,-1436903,1460,15587752,1315,14618785,0,7415,1280,-7756562,7415,794049161,7415,755189006,219582809,8915,1490,-9193465,8875,809636913,8730,769807791,219582809
106,2090,NSW,1545,230,-402510,1510,18880186,1375,16029469,0,7115,1335,-3008324,7115,858256126,7115,816744387,250202487,8660,1565,-3410834,8625,877136312,8490,832773856,250202487
107,2092,NSW,1035,165,-772077,1015,10573155,915,9703669,0,3185,700,-1113743,3185,425649579,3185,406994226,130908105,4220,860,-1885820,4200,436222734,4100,416697895,130908105
108,2093,NSW,3130,410,-1593198,3070,35070210,2845,32237472,0,10700,1970,-5263359,10700,1146693443,10700,1095670962,322685197,13830,2380,-6856557,13770,1181763653,13545,1127908434,322685197
109,2094,NSW,815,125,-621205,805,9093544,730,8184097,0,3135,560,-1166069,3135,332170099,3135,316706236,92141187,3950,685,-1787274,3940,341263643,3865,324890333,92141187
110,2095,NSW,2295,310,-1625285,2255,24866863,2115,23057813,0,8820,1455,-4111484,8820,949106461,8820,903605585,267486302,11115,1765,-5736769,11075,973973324,10930,926663398,267486302
111,2096,NSW,1730,220,-1167722,1700,19020176,1595,17737181,0,7765,1370,-7225335,7765,704113389,7765,671459865,181709423,9495,1590,-8393057,9465,723133565,9360,689197046,181709423
112,2097,NSW,2110,315,-735946,2080,23943335,1970,21994368,0,7210,1480,-3076413,7210,620173650,7210,592361712,156771618,9320,1795,-3812359,9290,644116985,9175,614356080,156771618
113,2099,NSW,5280,640,-2069492,5170,61548953,4865,56151785,0,18720,3000,-8798579,18720,1288998800,18720,1232719164,280766745,24000,3640,-10868071,23885,1350547753,23585,1288870949,280766745
114,2100,NSW,3065,460,-1252751,3005,32158390,2785,31930522,0,9600,1960,-4328086,9600,722198384,9600,691019296,166985607,12670,2420,-5580837,12605,754356774,12385,722949818,166985607
115,2101,NSW,2755,390,-938239,2710,31498145,2530,30536822,0,8630,1690,-3827183,8630,663649338,8630,632915139,154306997,11385,2080,-4765422,11340,695147483,11165,663451961,154306997
116,2102,NSW,825,100,-491440,810,8740379,760,8384550,0,2940,560,-3333821,2940,235260398,2940,224666649,55889399,3765,660,-3825261,3755,244000777,3700,233051199,55889399
117,2103,NSW,1720,240,-636569,1690,19576193,1570,18594479,0,5135,985,-1791416,5135,407880417,5135,388739720,96808144,6860,1225,-2427985,6830,427456610,6710,407334199,96808144
118,2104,NSW,660,90,-414673,645,8847740,590,7411180,0,1635,330,-413573,1635,199799251,1635,189101094,58892602,2295,415,-828246,2280,208646991,2220,196512274,58892602
119,2105,NSW,330,60,-212850,325,3089153,295,3153205,0,1020,245,-209698,1020,107138355,1020,101713495,29791984,1350,305,-422548,1345,110227508,1315,104866700,29791984
120,2106,NSW,1485,210,-1338327,1460,16581326,1345,15019584,0,4715,945,-3851538,4715,462324160,4715,438902816,125387291,6200,1150,-5189865,6175,478905486,6060,453922400,125387291
121,2107,NSW,2510,355,-3189772,2455,27117589,2265,25621236,0,6995,1465,-840568,6995,684926067,6995,648983103,183230108,9500,1825,-4030340,9450,712043656,9255,674604339,183230108
122,2108,NSW,370,70,57718,360,5498174,325,3632335,0,890,190,94485,890,143522056,890,134500970,46336332,1255,260,152203,1250,149020230,1215,138133305,46336332
123,2109,NSW,10,0,0,10,87203,10,86405,0,15,5,-209,15,1839159,15,1783653,570448,25,5,-209,25,1926362,25,1870058,570448
124,2110,NSW,1265,205,-1535750,1235,13988857,1095,12622761,0,4450,1200,-4012515,4450,806667627,4450,767759573,272624274,5715,1410,-5548265,5690,820656484,5545,780382334,272624274
125,2111,NSW,1805,270,-941477,1775,19793597,1665,18237833,0,6640,1500,-2474561,6640,613944184,6640,585722691,158534262,8445,1770,-3416038,8415,633737781,8305,603960524,158534262
126,2112,NSW,3815,510,-440602,3725,46743098,3525,39410025,0,12245,2600,-8928178,12245,877026037,12245,837993970,194871930,16065,3115,-9368780,15970,923769135,15770,877403995,194871930
127,2113,NSW,2565,250,-1348532,2505,26528697,2395,25835682,0,8275,1565,-8263804,8275,590150117,8275,565610802,129257706,10840,1820,-9612336,10780,616678814,10665,591446484,129257706
128,2114,NSW,3100,305,-374392,2995,31937722,2860,30721351,0,10135,1835,-7667836,10135,670619480,10135,642925313,139818335,13235,2135,-8042228,13130,702557202,12995,673646664,139818335
129,2115,NSW,1295,105,-208521,1215,13439990,1175,13081310,0,3745,605,-2870512,3745,228972160,3745,219363950,44743574,5040,710,-3079033,4960,242412150,4920,232445260,44743574
130,2116,NSW,760,50,-286438,710,7709359,680,7759685,0,2425,355,-1871713,2425,147112911,2425,141029265,28697247,3185,405,-2158151,3135,154822270,3105,148788950,28697247
131,2117,NSW,3015,340,-1090483,2835,30445924,2710,29259661,0,8125,1560,-7259268,8125,519902778,8125,496456710,105615986,11140,1905,-8349751,10960,550348702,10835,525716371,105615986
132,2118,NSW,3945,525,-985059,3780,41395784,3600,39736424,0,9435,2155,-6960304,9435,634452951,9435,604810115,132957618,13380,2680,-7945363,13215,675848735,13040,644546539,132957618
133,2119,NSW,1870,265,-1003627,1835,19730122,1735,18808974,0,5300,1360,-4900886,5300,538210620,5300,510665211,143931680,7170,1625,-5904513,7130,557940742,7035,529474185,143931680
134,2120,NSW,3240,390,-650343,3175,34296325,3010,32577103,0,9465,1885,-9136577,9465,736290989,9465,704433571,170297036,12705,2275,-9786920,12640,770587314,12475,737010674,170297036
135,2121,NSW,4490,560,-1713940,4370,47099080,4180,44741782,0,11630,2765,-13002612,11630,905010814,11630,864512992,211968016,16120,3320,-14716552,15995,952109894,15810,909254774,211968016
136,2122,NSW,5440,660,-1623993,5280,56897835,5015,54627999,0,12880,2825,-7215019,12880,874281902,12880,835713262,186760677,18320,3480,-8839012,18160,931179737,17895,890341261,186760677
137,2125,NSW,2730,395,-1941035,2685,26825050,2485,25909346,0,8085,2090,-12131611,8085,778342813,8085,742579611,207539822,10815,2480,-14072646,10770,805167863,10570,768488957,207539822
138,2126,NSW,3080,350,-925765,3005,30675298,2860,29323088,0,8845,2050,-15663981,8845,691142281,8845,659517195,159817677,11925,2400,-16589746,11850,721817579,11705,688840283,159817677
139,2127,NSW,995,130,-527354,950,9295499,890,8978057,0,4030,815,-6429205,4030,303935517,4030,289412275,67838909,5025,945,-6956559,4985,313231016,4920,298390332,67838909
140,2128,NSW,255,15,-133532,215,2028880,200,2137906,0,685,95,-812492,685,40992371,685,39076485,7877209,940,115,-946024,900,43021251,885,41214391,7877209
141,2130,NSW,870,90,-141214,845,9392027,810,9066062,0,3635,535,-1445222,3635,263223107,3635,252732530,59221032,4505,620,-1586436,4480,272615134,4445,261798592,59221032
142,2131,NSW,3530,310,-391669,3420,39092221,3290,37439940,0,10210,1575,-4253665,10210,609979716,10210,586330630,119849968,13740,1890,-4645334,13630,649071937,13500,623770570,119849968
143,2132,NSW,1525,220,23085,1475,17386253,1400,15812215,0,4495,1050,-2013570,4495,314678361,4495,301158019,68883738,6025,1265,-1990485,5975,332064614,5895,316970234,68883738
144,2133,NSW,1420,200,-154442,1370,15730487,1305,14796936,0,4475,955,-1510314,4475,274859442,4475,262046544,54080460,5895,1155,-1664756,5845,290589929,5780,276843480,54080460
145,2134,NSW,2610,310,-1553565,2510,25830856,2375,25468821,0,5605,1170,569924,5605,342792082,5605,329404592,72105727,8215,1480,-983641,8115,368622938,7980,354873413,72105727
146,2135,NSW,4195,445,-3151039,4040,39999923,3825,40785551,0,11250,2715,-3386267,11250,839844458,11250,797909595,197548315,15445,3160,-6537306,15290,879844381,15075,838695146,197548315
147,2136,NSW,1135,165,-80175,1080,11225505,1005,11146871,0,3300,760,-609140,3300,207652851,3300,197872720,41444979,4435,925,-689315,4385,218878356,4310,209019591,41444979
148,2137,NSW,3260,510,-1359384,3165,36598081,2940,32400330,0,11450,3005,-7668091,11450,941421401,11450,895869194,226211562,14710,3515,-9027475,14610,978019482,14385,928269524,226211562
149,2138,NSW,1955,265,-1085757,1875,16764276,1765,17516970,0,6255,1270,-6413760,6255,443170608,6255,423586860,96556904,8210,1530,-7499517,8130,459934884,8020,441103830,96556904
150,2140,NSW,1910,140,-581272,1800,18831722,1750,18689159,0,5810,725,-3125008,5810,344990920,5810,330441614,68445895,7715,865,-3706280,7610,363822642,7560,349130773,68445895
151,2141,NSW,4325,365,-398878,4000,43551490,3890,42615537,0,9930,1725,-6177261,9930,529073611,9930,508000801,93470204,14255,2090,-6576139,13930,572625101,13820,550616338,93470204
152,2142,NSW,3165,230,-437580,2760,31498487,2675,30278386,0,7790,945,-4238286,7790,398016107,7790,381131322,67030107,10955,1175,-4675866,10550,429514594,10465,411409708,67030107
153,2143,NSW,1180,105,-116663,1030,11289449,985,11045291,0,2780,455,-1078574,2780,147258155,2780,141162372,25467205,3955,565,-1195237,3810,158547604,3760,152207663,25467205
154,2144,NSW,6030,425,-344023,5205,57990230,5080,56451430,0,10775,1360,-3604864,10775,499219819,10775,479643957,76877290,16805,1785,-3948887,15980,557210049,15855,536095387,76877290
